OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength
6026,277200,2772.00,11214606.895394,15139.0302664052
6027,277400,2774.00,6877748.65018594,10438.6975652426
6028,278001,2780.01,17381916.0727636,25351.6308700384
6029,291110,2911.10,7657279.70820988,11598.8261967821
6030,291120,2911.20,7550919.82624546,10995.4305075298
6031,291130,2911.30,13902008.9380781,15841.2993806273
6032,291210,2912.10,13376733.6588772,15695.0775194997
6033,291220,2912.20,8812973.17249143,12324.817722088
6034,291300,2913.00,25882983.42479,31774.8536540084
6035,292001,2920.01,38000055.4123449,29400.3064217075
6036,292002,2920.02,5042123.29033121,9285.74469433414
6037,293203,2932.03,5012929.39260294,9650.83046419508
6038,293204,2932.04,6510043.0795437,13445.2244691438
6039,293205,2932.05,6841626.32445818,11447.7915044214
6040,293206,2932.06,4487548.20212316,9175.34236981511
6041,293301,2933.01,9096252.05954749,14291.0501805693
6042,293302,2933.02,12049791.7661158,15348.4886129819
6043,293304,2933.04,6130718.86995225,9931.9916622438
6044,293306,2933.06,6625296.96956694,11528.8117904054
6045,293307,2933.07,3648247.7453406,9160.78481670289
6046,294110,2941.10,10648763.566359,16670.8170424045
6047,294120,2941.20,16804337.5038367,17112.9925016798
6048,294200,2942.00,10267494.613749,12897.3197154128
6049,294301,2943.01,7676011.80157798,11675.1941905709
6050,294302,2943.02,9046111.65399026,14638.1780249721
6051,294410,2944.10,8975866.65377923,12597.1891250175
6052,294421,2944.21,7247758.88480081,16413.8251891688
6053,294510,2945.10,5578850.22575803,9841.68098542493
6054,294520,2945.20,5211211.2729341,9527.66446370478
6055,294610,2946.10,8868460.15000548,11953.810959588
6056,294620,2946.20,9059969.42993458,12685.3685020232
6057,294701,2947.01,18881648.4293162,19842.785052294
6058,294810,2948.10,3449897.04482745,7567.76843532403
6059,294820,2948.20,4128349.65815649,8204.36946745661
6060,294830,2948.30,9536773.89337514,13691.4633308784
6061,294900,2949.00,6938717.87239075,13623.8278387193
6062,295103,2951.03,22155295.4740475,25554.1051328979
6063,296210,2962.10,6023396.92599841,9602.70545544954
6064,296220,2962.20,5774252.99579211,9598.05506226461
6065,296300,2963.00,11439880.3440492,17040.1121866399
6066,296401,2964.01,10636314.9679331,14229.7553134614
6067,296402,2964.02,11260294.8243574,17051.4295595154
6068,296500,2965.00,9782237.26907685,13880.3258151813
6069,296600,2966.00,9063985.26544101,12269.8715610815
6070,296901,2969.01,6645893.7814765,11354.5896772264
6071,296902,2969.02,5308616.43638395,12001.515613218
6072,297001,2970.01,7367416.65573036,14881.6143459719
6073,297002,2970.02,8253632.92544548,12470.8235255687
6074,297110,2971.10,5248002.95439418,9163.59280339569
6075,297120,2971.20,4586175.32167252,10097.8784331614
6076,297201,2972.01,4348887.16448804,8280.53216590437
6077,297202,2972.02,6198688.53750827,9987.20395440449
6078,297502,2975.02,10354627.6535855,17579.8015245342
6079,297602,2976.02,6697030.71080118,12308.3153847747
6080,300100,3001.00,49617592.340355,31214.2776040374
6081,300200,3002.00,21032321.3831361,22239.2753275584
6082,300301,3003.01,66719773.3859832,42030.0878545558
6083,300400,3004.00,21619992.059676,23832.1063694315
6084,300501,3005.01,13564261.4653339,20460.8616914018
6085,300503,3005.03,11660723.6901046,18182.5297869034
6086,300601,3006.01,7932533.97188857,17361.5591985429
6087,300602,3006.02,16428832.1447177,25321.4679357514
6088,300701,3007.01,144319238.141994,64594.0127604016
6089,300702,3007.02,123689655.412814,67272.790147713
6090,300800,3008.00,66052510.0081294,46618.3960668371
6091,300901,3009.01,74823499.9733628,43253.8068972054
6092,300902,3009.02,47352163.7132876,36957.5291168241
6093,301000,3010.00,22281599.2335663,21107.7602600393
6094,301100,3011.00,14474919.8091257,18435.3453275064
6095,301203,3012.03,5892198.63288526,10515.7224837067
6096,301204,3012.04,4401250.3648247,8682.85878732672
6097,301205,3012.05,8323225.52116945,12800.2397883703
6098,301206,3012.06,8916575.23224587,13372.3132708057
6099,301300,3013.00,12537926.1471524,19797.057882916
6100,301400,3014.00,17197932.4231355,19116.9462184847
6101,301501,3015.01,6501439.56861934,14082.1247445677
6102,301502,3015.02,7275273.90777936,15159.5495792043
6103,301601,3016.01,24312180.4507293,26095.7532572248
6104,301602,3016.02,10709878.2131968,15494.008773177
6105,301701,3017.01,10030751.9097909,15501.1493793546
6106,301702,3017.02,8923311.87538665,12339.4408567868
6107,301801,3018.01,7784905.63497957,11140.339768294
6108,301802,3018.02,5155927.42472108,9450.60354792563
6109,301901,3019.01,4942420.55604086,9780.5127863351
6110,301902,3019.02,6869899.40748831,12760.9390469514
6111,302002,3020.02,5411692.28671303,9621.42699858295
6112,302003,3020.03,2552867.16691162,6617.57866645731
6113,302004,3020.04,3657387.413844,7716.80388898089
6114,302102,3021.02,11146809.4863412,18268.2953119917
6115,302103,3021.03,5927468.93184952,9560.52287907608
6116,302104,3021.04,6128928.50269009,12263.7871716303
6117,302201,3022.01,5356510.10055402,10679.6714719434
6118,302202,3022.02,5505961.77985383,10955.3687832118
6119,302301,3023.01,7540427.12812547,13199.0997851718
6120,302302,3023.02,6813634.22833425,12078.2345881881
6121,302401,3024.01,14763514.317201,17996.8168795248
6122,302503,3025.03,3515609.49916478,9965.93980994596
6123,302504,3025.04,4059815.08562708,11451.957991434
6124,302505,3025.05,5769178.81528895,15679.7899152992
6125,302506,3025.06,9754383.1170768,15033.9712139735
6126,310100,3101.00,141177853.014334,57403.2255428354
6127,310201,3102.01,11840846.5897984,13982.6082185437
6128,310202,3102.02,9750645.40301318,13451.4201030317
6129,310300,3103.00,11421816.7030356,18611.3593166861
6130,310400,3104.00,15141126.6840476,20340.4888145645
6131,310501,3105.01,21156697.7751868,24961.6240171248
6132,310601,3106.01,11060995.2380715,18813.1974028714
6133,310602,3106.02,9589672.87946391,13922.9630466464
6134,310701,3107.01,5546692.87208704,11912.0079529958
6135,310703,3107.03,10706614.7775444,16117.9131230734
6136,310704,3107.04,5330172.92237869,9704.85227377224
6137,310705,3107.05,5994483.54445795,10157.2237390583
6138,310800,3108.00,23086921.3283775,23538.1099175035
6139,310900,3109.00,23388464.6997239,21427.4057702133
6140,311000,3110.00,14234396.6010623,15633.6222547632
6141,311100,3111.00,18349521.4075598,18030.2376970481
6142,311200,3112.00,10644705.3549321,13994.3143633892
6143,311300,3113.00,13151296.2973139,14726.6340804309
6144,311400,3114.00,10108104.3396467,15209.4782829592
6145,311500,3115.00,16104492.475842,16060.0533405694
6146,311601,3116.01,18352022.0199399,18686.2809827259
6147,311602,3116.02,11956659.0089812,17199.3613043757
6148,311700,3117.00,25324717.8978579,20887.4964373978
6149,311801,3118.01,6524746.31640744,12074.9723807853
6150,311802,3118.02,8868053.47758739,12482.3103539122
6151,320101,3201.01,7324167.41998921,10839.3208686576
6152,320102,3201.02,13194185.2246489,16354.3116159592
6153,320201,3202.01,9893645.49501735,16454.7689705401
6154,320202,3202.02,17383225.2499627,18518.4248281574
6155,320300,3203.00,18455638.6334439,18337.8890448722
6156,400205,4002.05,257115263.310948,84603.3785078327
6157,400206,4002.06,36094785.2192209,31912.2149000407
6158,400207,4002.07,54108335.8751357,56442.4796239608
6159,400208,4002.08,8851514.06633572,13823.6753334441
6160,400209,4002.09,73887794.2693546,40593.9242338622
6161,400304,4003.04,33814221.2959048,33542.6388203767
6162,400402,4004.02,47185458.401051,40506.20045564
6163,400403,4004.03,141348544.942004,59037.9297587524
6164,400404,4004.04,173968682.847555,70709.492263128
6165,400501,4005.01,126490827.021905,54271.2778262399
6166,400602,4006.02,16609048.6037917,21934.768269559
6167,400603,4006.03,98883988.5401528,64948.460207466
6168,400605,4006.05,53486146.9978019,37045.5273009475
6169,400801,4008.01,38595769.1233051,26500.1951792266
6170,401001,4010.01,15605775.0836248,15802.9951081411
6171,401002,4010.02,15859141.8889651,15902.4227119687
6172,401101,4011.01,32453940.0693509,25073.8402079368
6173,401102,4011.02,13800316.5469913,15934.9659190098
6174,401201,4012.01,25213285.0688575,23559.5749022208
6175,401202,4012.02,34259209.1440418,25891.550026659
6176,401203,4012.03,20501499.7388117,18844.8639313156
6177,401303,4013.03,62465682.5806384,43099.0758613954
6178,401304,4013.04,106366286.02792,70996.3884597175
6179,401311,4013.11,46051481.0556801,31456.2277643486
6180,401312,4013.12,30222476.3340764,24426.3308546865
6181,401500,4015.00,51333776.858882,46188.0116385416
6182,401601,4016.01,27953045.5463771,29226.2969676766
6183,401602,4016.02,21815355.0240004,19135.9366997636
6184,401705,4017.05,17481731.2631319,22160.0252999737
6185,401706,4017.06,13341546.8231809,19057.1143074003
6186,401707,4017.07,22666357.5701666,24977.7520438077
6187,401801,4018.01,38345146.3667174,25381.7171070616
6188,401802,4018.02,26395951.891172,20557.8866402143
6189,401901,4019.01,18480713.486246,18375.015898114
6190,401902,4019.02,28632192.3726093,24786.8586215
6191,402001,4020.01,15701036.0059375,18566.4243218774
6192,402002,4020.02,17810907.1816008,17687.7847824913
6193,402101,4021.01,12803862.99717,17664.2706914747
6194,402102,4021.02,24736703.0289074,20823.5392175305
6195,402200,4022.00,68457965.314344,45687.7652265712
6196,402301,4023.01,14331189.6731969,16815.6665993616
6197,402303,4023.03,10164035.1226046,13648.7098015927
6198,402304,4023.04,7506213.95102299,14825.455414607
6199,402403,4024.03,21876056.809263,31893.7467311471
6200,402404,4024.04,44033423.2869452,35801.8513611798
6201,402405,4024.05,10912056.182117,17844.3653499514
6202,402406,4024.06,12567423.0010426,14369.7850821971
6203,402501,4025.01,10935142.1655249,16013.7862902922
6204,402503,4025.03,9410579.24896528,12828.2359402712
6205,402504,4025.04,6462249.30111032,10587.7528616984
6206,402601,4026.01,11137846.1297965,17697.4012540972
6207,402602,4026.02,13424901.4498576,15377.5008063313
6208,402702,4027.02,16129395.7152298,18402.4857740946
6209,402703,4027.03,11527439.4751898,18762.3195598454
6210,402705,4027.05,9316061.08379577,12971.5173527132
6211,402706,4027.06,11429287.6732227,13791.6445894596
6212,402801,4028.01,19587559.2445315,22078.3855391337
6213,402803,4028.03,6784198.30213125,10582.2537464401
6214,402804,4028.04,14189019.0255323,16159.2263451479
6215,402902,4029.02,19861682.8790662,20771.779058761
6216,402903,4029.03,17053651.164458,16962.3347475773
6217,402904,4029.04,20543582.6315724,20771.8290301187
6218,403000,4030.00,26031458.9793588,25904.9008688235
6219,403305,4033.05,15947998.4619451,16251.1098785321
6220,403316,4033.16,31323211.2282321,28487.4845169329
6221,403317,4033.17,45106832.8497814,38918.4454951737
6222,403318,4033.18,36258881.6084179,30428.6151125149
6223,403319,4033.19,24047582.1572387,19931.0182924637
6224,403320,4033.20,42162026.5301472,29224.04218145
6225,403321,4033.21,68509266.8728086,41258.1079704906
6226,403323,4033.23,33887173.1879457,28119.5248950527
6227,403324,4033.24,85633509.4683931,46754.8924923687
6228,403325,4033.25,184241977.908634,84070.8461313844
6229,403326,4033.26,20641816.6283453,28079.0293630521
6230,403327,4033.27,95712656.9855416,59688.7959115394
6231,403328,4033.28,30037951.7582137,32118.496278209
6232,403401,4034.01,24700325.1609998,31751.2960500707
6233,403402,4034.02,18698451.6904328,17632.4802932722
6234,403403,4034.03,41949527.6327017,43277.1097598734
6235,403404,4034.04,25738899.0188372,25244.9759709839
6236,403407,4034.07,50858683.85815,37617.2859265517
6237,403408,4034.08,34118833.8290924,26149.6358594374
6238,403409,4034.09,50422527.766824,38745.7835689561
6239,403500,4035.00,52941374.3708697,37462.3834292363
6240,403601,4036.01,52968675.9948714,38262.6851275965
6241,403702,4037.02,18428228.7825493,18852.8559432601
6242,403703,4037.03,23245721.5582486,22658.2615327409
6243,403721,4037.21,20440719.9957242,20616.631529805
6244,403722,4037.22,19410076.9184546,18585.342322015
6245,403801,4038.01,20265004.0436535,21698.4392318303
6246,403802,4038.02,14034817.9533214,16185.9718035671
6247,403901,4039.01,13539511.040982,16955.1584462982
6248,403902,4039.02,22743652.4238542,18644.0437469279
6249,404000,4040.00,14222194.1740138,16106.7194133693
6250,404100,4041.00,14517882.8023711,16224.3737946687
6251,404201,4042.01,9983439.76299958,13490.3944709571
6252,404203,4042.03,6941534.71992284,10591.1434778679
6253,404301,4043.01,11920269.5789103,13965.5928811777
6254,404302,4043.02,6627701.89334094,10366.2005223647
6255,404401,4044.01,15612529.5360263,20034.4975404482
6256,404402,4044.02,36231963.2312489,28016.4545423996
6257,404501,4045.01,8666861.2916591,14072.7770950318
6258,404503,4045.03,7069231.06643725,10733.0294414907
6259,404504,4045.04,7236360.56091645,10783.27789478
6260,404600,4046.00,267921347.054639,131670.405832468
6261,404701,4047.01,18376054.7063906,18332.1253904092
6262,404702,4047.02,12445835.1887002,16228.6206018983
6263,404703,4047.03,13831309.5868116,24076.3818672396
6264,404804,4048.04,10196696.701015,13780.6503699902
6265,404805,4048.05,4829747.78939292,8782.8031689224
6266,404806,4048.06,16462801.5698875,19364.1061277634
6267,404901,4049.01,12290340.6301214,14576.7067742848
6268,404902,4049.02,7447334.84531619,11501.0219516355
6269,404903,4049.03,5870169.23093015,10537.5695153176
6270,405001,4050.01,18341729.542023,19350.7813986365
6271,405002,4050.02,9526559.31129182,12604.0362717612
6272,405101,4051.01,12068451.2729885,14792.0020914251
6273,405102,4051.02,10352608.1954444,15544.3286921535
6274,405201,4052.01,14614119.7699378,17807.3564831584
6275,405202,4052.02,10260640.5632214,13428.7538663901
6276,405203,4052.03,7741069.95472713,13619.8603560477
6277,405301,4053.01,8883917.10783527,19172.8597246169
6278,405302,4053.02,19321553.1624999,21908.3063701911
6279,405400,4054.00,14303607.1300562,20339.4463011328
6280,405500,4055.00,20072929.5588543,20094.4932056356
6281,405600,4056.00,22613541.7822647,23814.6589798705
6282,405701,4057.01,11236215.7747955,14628.6146512765
6283,405702,4057.02,14819120.7929671,16477.9770074306
6284,405800,4058.00,20400612.7512405,20951.1483629834
6285,405900,4059.00,14207761.5209844,15926.1311350021
6286,406000,4060.00,20545510.9128796,26186.2336408731
6287,406101,4061.01,14941133.1753788,17618.5183769826
6288,406103,4061.03,23782263.9874772,23965.2369073884
6289,406201,4062.01,8614549.92192416,15718.3515288965
6290,406300,4063.00,58018793.2461038,34331.4013655502
6291,406413,4064.13,34188466.1839566,27758.4899955805
6292,406500,4065.00,22027097.5019235,20253.8311087277
6293,406601,4066.01,21185194.728952,18624.1735713963
6294,406602,4066.02,17117524.0082018,18521.9158629172
6295,406701,4067.01,10151661.8138076,13657.2176206767
6296,406702,4067.02,30384918.2837464,24280.7777038949
6297,406801,4068.01,18781804.713166,24875.115128531
6298,406903,4069.03,21113884.2901848,19904.3043983613
6299,407001,4070.01,10678460.6752476,14146.9015714507
6300,407002,4070.02,34356998.4134224,26566.8014326585
6301,407101,4071.01,12219677.2089839,15240.2564436023
6302,407102,4071.02,9931003.00173042,14540.7011581057
6303,407201,4072.01,6963037.92324427,11309.3244972806
6304,407202,4072.02,8701609.91826496,13466.7108334776
6305,407301,4073.01,10651399.8407827,15402.1146173926
6306,407302,4073.02,8652375.04371304,12289.7121996988
6307,407400,4074.00,6540440.29159847,10298.1794790193
6308,407501,4075.01,12177326.5458661,17041.3296930669
6309,407502,4075.02,11084866.990133,15725.9872276892
6310,407601,4076.01,8408716.36394556,11715.9665007746
6311,407602,4076.02,10060120.0412963,13487.2719744789
6312,407701,4077.01,12291945.1844487,15602.0485452393
6313,407702,4077.02,21547788.4114441,23231.3044526313
6314,407801,4078.01,11534523.7451891,13131.2437310394
6315,407802,4078.02,33728020.4389765,31294.773162318
6316,407901,4079.01,11036212.6646899,14097.1101557603
6317,407902,4079.02,5067132.76707375,9664.98621841976
6318,408003,4080.03,14692670.2414748,16519.7754273531
6319,408004,4080.04,6690367.01176151,11890.2034376057
6320,408005,4080.05,39660739.9208987,26830.828657858
6321,408006,4080.06,35771302.8796626,25486.506250545
6322,408133,4081.33,11375724.5958954,17633.2126603311
6323,408134,4081.34,9515502.53698679,12212.8544650829
6324,408135,4081.35,12138548.6084852,17522.9779521648
6325,408136,4081.36,10861256.1694317,17005.0955990502
6326,408137,4081.37,8942495.99038798,14267.3104634428
6327,408138,4081.38,9633622.80980368,16153.0593845857
6328,408139,4081.39,8443284.71264694,13034.3781876501
6329,408140,4081.40,9825439.97407177,13677.94271726
6330,408141,4081.41,12097475.5045242,17253.0397601746
6331,408212,4082.12,30689587.2482861,22683.818395582
6332,408213,4082.13,16664039.8314329,21021.5831382087
6333,408301,4083.01,29251582.1750819,31005.810905686
6334,408302,4083.02,36562956.7495907,32533.1086686525
6335,408303,4083.03,20729970.5281051,27704.6878791657
6336,408401,4084.01,12473307.5806645,17022.3764042919
6337,408402,4084.02,124540848.424256,61470.6098993222
6338,408503,4085.03,45244986.1595593,38515.9773962003
6339,408504,4085.04,15262251.0353357,18598.8561906993
6340,408505,4085.05,21423470.6016383,22179.9852429198
6341,408623,4086.23,10335916.2100346,13628.9106967758
6342,408624,4086.24,14845670.0476322,18484.8589512334
6343,408625,4086.25,23129156.2017447,20580.1421647622
6344,408626,4086.26,26875332.3594377,26379.524416482
6345,408627,4086.27,33643290.59997,32269.2489531263
6346,408628,4086.28,25396601.2075999,26498.5768106612
6347,408629,4086.29,19082418.0227971,19665.2238738117
6348,408631,4086.31,15895054.4985843,16761.3495687436
6349,408703,4087.03,184208024.256416,70723.3277220815
6350,408705,4087.05,20753732.4157755,19115.0927967013
6351,408707,4087.07,53306769.3657356,38380.0998321609
6352,408722,4087.22,22664852.1652905,21725.987607131
6353,408724,4087.24,5743580.13510415,10137.2742437796
6354,408725,4087.25,20962523.9786115,26020.4784017852
6355,408800,4088.00,19285663.5030858,20136.4908627042
6356,408900,4089.00,33986996.3118936,24334.7931384356
6357,409000,4090.00,84699176.6746398,59401.9815071123
6358,409100,4091.00,16764062.4629958,24276.8539704456
6359,430003,4300.03,128544944.103693,75719.9902928063
6360,430004,4300.04,12061582.8636436,16771.8254139883
6361,430005,4300.05,11147328.7769591,15991.8522113767
6362,430101,4301.01,21417873.5119478,20104.4350677361
6363,430102,4301.02,13856061.9665205,19361.7678160014
6364,430200,4302.00,55572357.8089178,36351.3726754902
6365,430301,4303.01,263125799.316971,85159.5054026043
6366,430302,4303.02,20870341.7628216,23536.0699650276
6367,430400,4304.00,38758703.3040812,35132.2652511512
6368,430501,4305.01,50690750.7754394,33018.4462085996
6369,430502,4305.02,31686189.427961,25001.2979976615
6370,430600,4306.00,39834187.0547516,35198.9635310352
6371,430701,4307.01,32192328.0378074,27315.6839654674
6372,430721,4307.21,44038550.1952741,31686.3384886207
6373,430723,4307.23,5235291.41606816,12934.5540724054
6374,430724,4307.24,6241313.44318202,13445.8046220882
6375,430801,4308.01,18401605.7417661,17780.5050643286
6376,430802,4308.02,20014144.0059041,19713.9784299571
6377,430803,4308.03,24516002.4636286,21886.6155309686
6378,430901,4309.01,12533248.1467185,14932.604961886
6379,430902,4309.02,12677912.2969367,17022.4530057283
6380,431002,4310.02,14569725.2662011,17516.3346539271
6381,431003,4310.03,9191483.36714778,13223.5283864297
6382,431004,4310.04,9756470.66521031,13608.7897812857
6383,431100,4311.00,32367055.5942848,26288.3484709044
6384,431200,4312.00,16014637.8982827,20578.2081564402
6385,431300,4313.00,8790517.25593565,14337.1768561839
6386,431400,4314.00,19356385.7150794,21367.5266580876
6387,431501,4315.01,11174204.541133,15337.4097361624
6388,431502,4315.02,21770822.1765879,22578.6697753344
6389,431600,4316.00,22910771.7100509,23729.5009248402
6390,431701,4317.01,35371711.2033687,25397.6598499716
6391,431800,4318.00,14658205.6439387,16310.8343179007
6392,431900,4319.00,10754445.4097783,14945.3786176584
6393,432001,4320.01,7861967.73299225,12069.4027311143
6394,432002,4320.02,16249383.0485568,17083.5784112079
6395,432101,4321.01,12492483.7948852,15250.2275697588
6396,432102,4321.02,20132923.6841151,18702.4438331186
6397,432201,4322.01,13099273.298945,15009.6071164667
6398,432202,4322.02,14204520.2681201,15699.9821809128
6399,432300,4323.00,21388852.7199274,21139.508639127
6400,432401,4324.01,11430187.1366949,17896.2579481003
6401,432402,4324.02,16271819.6264472,18832.321698887
6402,432501,4325.01,11489768.1463341,16145.4861206357
6403,432502,4325.02,18943571.9582329,20971.5715350687
6404,432601,4326.01,15121527.6693076,17344.5356190211
6405,432602,4326.02,11457807.3216845,14750.7989060206
6406,432700,4327.00,20010930.625095,22628.3970810828
6407,432801,4328.01,8772998.46656648,13495.965580621
6408,432802,4328.02,6379927.0109948,12169.7705866702
6409,432901,4329.01,12213303.3916027,14095.2093043354
6410,432902,4329.02,11714353.4424867,15036.1648044533
6411,433103,4331.03,22418407.5517269,25927.5728925012
6412,433200,4332.00,19238660.4150248,23403.9259548457
6413,433302,4333.02,9194825.03078708,16806.5790110228
6414,433304,4333.04,8499642.09672412,12749.0774332729
6415,433305,4333.05,5510063.3500339,12378.7203939636
6416,433306,4333.06,4674828.83206021,12132.8118916252
6417,433307,4333.07,4540740.17513779,12822.7008948799
6418,433402,4334.02,6005004.50063482,10182.7036493048
6419,433403,4334.03,7607529.45005543,11940.5345393637
6420,433505,4335.05,8236356.89739755,17035.2650052849
6421,433506,4335.06,17614450.0943565,22684.175843523
6422,433601,4336.01,12114060.4624981,14675.1975386187
6423,433602,4336.02,10782753.8268909,16051.8799948393
6424,433803,4338.03,12796336.6273417,22436.7325082592
6425,433804,4338.04,16287702.0698742,19168.0977611952
6426,433901,4339.01,7759901.59960491,11249.3602789217
6427,433903,4339.03,9792355.7780232,13498.2003142427
6428,434001,4340.01,11550969.3040406,16305.7505173596
6429,434003,4340.03,10371063.4088809,15938.2041949637
6430,434004,4340.04,7366791.69189274,11945.1609103043
6431,434100,4341.00,26841415.6464138,25502.2203733527
6432,460001,4600.01,55955876.8595599,50542.4854866408
6433,460002,4600.02,16882957.3125657,22441.3417756668
6434,460101,4601.01,61333859.5371707,44969.8975168409
6435,460200,4602.00,34318548.8204098,27180.4746039586
6436,460301,4603.01,52943400.9912272,40661.8570891523
6437,460302,4603.02,14130156.52225,17616.0550641927
6438,460401,4604.01,57784780.6614751,86126.0006446806
6439,460501,4605.01,80381884.7859526,61025.307963131
6440,460502,4605.02,28136711.638542,30368.7308377149
6441,460601,4606.01,52362044.5915626,44778.8485331274
6442,460700,4607.00,80122266.2534807,45282.2149914017
6443,460800,4608.00,72586091.7721417,42259.7300942341
6444,460900,4609.00,26419740.2275578,25249.0467261154
6445,461000,4610.00,19048172.9187075,21730.1258596801
6446,461100,4611.00,21082355.4112836,19661.2887274464
6447,461200,4612.00,26432261.3742492,27914.0192775466
6448,461300,4613.00,20985084.1286174,29222.9886995305
6449,461400,4614.00,10943648.7276954,15901.5659298289
6450,461501,4615.01,10807053.5201491,13636.9044493014
6451,461502,4615.02,12620646.2925067,14633.5239294369
6452,461600,4616.00,17884091.1959277,18010.6196088953
6453,461700,4617.00,23766381.9039896,27778.0984283121
6454,461901,4619.01,9458533.00596981,13427.5432122572
6455,461902,4619.02,8990947.91318445,12376.6530130385
6456,462001,4620.01,5507636.96252369,10803.223900076
6457,462002,4620.02,5505805.32710196,10785.6321088604
6458,462100,4621.00,11236050.8176048,13716.9605367209
6459,462201,4622.01,5778243.80758709,9688.13243947973
6460,462202,4622.02,6116369.42675419,9952.68578017564
6461,462301,4623.01,6807546.38879979,10725.2875749037
6462,462302,4623.02,7544740.25734351,11249.3392479954
6463,462400,4624.00,14165404.7077757,15479.2842290414
6464,462500,4625.00,27635915.5091378,31260.4299411107
6465,462600,4626.00,11286691.0414405,15930.80833026
6466,462700,4627.00,18034569.1699277,17736.3138885822
6467,462800,4628.00,12134280.8392659,15312.622759525
6468,462900,4629.00,25237606.5794055,21386.7971791077
6469,463000,4630.00,19555228.016644,18119.3850512171
6470,463103,4631.03,39557047.5401032,40367.0764523269
6471,463200,4632.00,17529277.9607104,23318.8784447847
6472,463300,4633.00,7100235.6453482,14079.3975803436
6473,463400,4634.00,20773911.4703199,25592.2757668911
6474,463500,4635.00,18103948.2217608,17623.269807789
6475,463601,4636.01,9989929.21706731,12789.6223940281
6476,463602,4636.02,9984146.74668687,12758.197745254
6477,463700,4637.00,18684306.2266293,18113.3989798823
6478,463800,4638.00,30863331.2612747,30072.5367644189
6479,463900,4639.00,20256574.8253963,19311.9728005077
6480,464000,4640.00,33868850.6210699,26665.5803755628
6481,464101,4641.01,34217758.7007639,34041.4885221318
6482,464102,4641.02,33208939.0557012,41809.3917548252
6483,464200,4642.00,37247025.6061956,26011.0528665244
6484,480002,4800.02,15109244.3121074,17235.7495597541
6485,480011,4800.11,12124997.8019891,14222.1055794403
6486,480012,4800.12,13808182.3116068,15252.6041699636
6487,480101,4801.01,12236218.3005927,14642.8293481852
6488,480102,4801.02,13221959.7537362,15030.5506080671
6489,480201,4802.01,16499275.3759231,19172.8314502763
6490,480202,4802.02,16307332.3041479,16299.7447059805
6491,480302,4803.02,11306722.3987371,14875.1212024148
6492,480303,4803.03,4861184.04409299,8952.41874727478
6493,480304,4803.04,4699816.16163115,8998.89584817421
6494,480400,4804.00,13837042.9706964,17488.5674254631
6495,480500,4805.00,22726779.9700349,24410.026443625
6496,480601,4806.01,7605226.71409385,14210.4998154203
6497,480602,4806.02,17824541.8318628,22301.7590054373
6498,480702,4807.02,23421364.0041182,22292.3793048063
6499,480703,4807.03,12218482.6090301,22394.6062957566
6500,480704,4807.04,11510635.371404,17632.2819536964
6501,480802,4808.02,18521811.5663976,17673.9455599854
6502,480803,4808.03,11749748.436973,14283.4318599803
6503,480804,4808.04,9024257.00818972,15035.6393558952
6504,480901,4809.01,10240590.0538414,12999.1003984439
6505,480902,4809.02,5527046.63678222,10264.607784004
6506,480903,4809.03,8652149.56289973,11806.2392631926
6507,481001,4810.01,11297986.2850313,15896.2755453771
6508,481002,4810.02,10062437.1169017,14045.9402935426
6509,481101,4811.01,9571160.54708828,13645.9108724108
6510,481102,4811.02,6627347.78357819,11834.2662405036
6511,481103,4811.03,15215534.9119266,16990.0719895159
6512,481201,4812.01,11113477.3966012,16493.4423449453
6513,481203,4812.03,16785127.3140869,17303.1004486497
6514,481300,4813.00,9652440.67224357,14112.5185507488
6515,481401,4814.01,12987121.7806242,16283.0606991633
6516,481403,4814.03,8722796.32147492,18149.9622895606
6517,481404,4814.04,11024962.8204803,14420.8850716749
6518,481500,4815.00,23551642.2678142,24596.542227753
6519,481603,4816.03,7057784.48209854,12084.7485221347
6520,481604,4816.04,6705887.52002806,11095.3176416035
6521,481605,4816.05,8233583.31839302,14015.862437779
6522,481606,4816.06,9278983.62076897,14834.3035326961
6523,481711,4817.11,4815034.21927393,8919.16458596051
6524,481712,4817.12,7928551.55766244,12649.2782044054
6525,481713,4817.13,5018014.45344792,10376.9548856488
6526,481714,4817.14,4898370.64195207,10358.4429199069
6527,481800,4818.00,8848178.34763504,13011.5631184045
6528,481901,4819.01,19740208.7682421,19732.1632485597
6529,481902,4819.02,9559230.19848086,17761.6195503973
6530,482001,4820.01,31702668.1802746,25648.8665675613
6531,482002,4820.02,26784552.4031793,22704.1270436382
6532,482101,4821.01,12402498.0986368,16859.0711326946
6533,482102,4821.02,11818848.541914,15122.5169732164
6534,482201,4822.01,8323560.16853272,12012.8018720389
6535,482202,4822.02,6962713.65439674,10558.1205944669
6536,482301,4823.01,9403183.62586255,17402.050118767
6537,482303,4823.03,10578497.8907617,15076.4112847876
6538,482304,4823.04,6667529.98495999,12904.7038821298
6539,482401,4824.01,9031482.6216344,12471.2249895859
6540,482403,4824.03,10351935.4041713,13109.5399003385
6541,482404,4824.04,10106824.7141786,15962.8767587614
6542,482502,4825.02,6895933.97882013,10477.0143346509
6543,482503,4825.03,7854059.761409,11316.1760828996
6544,482521,4825.21,16642922.7623684,18977.9811253942
6545,482522,4825.22,17672855.0823231,19097.2164146929
6546,482600,4826.00,30618352.9538261,24716.6482504386
