OBJECTID,CT20,LABEL,ShapeSTArea,ShapeSTLength
5507,195710,1957.10,5203272.56098981,9761.83887001042
5508,195720,1957.20,3110500.28487144,8346.48538620845
5509,195802,1958.02,4332629.91231137,9935.90886501378
5510,195803,1958.03,4062124.998898,9006.74440959529
5511,195804,1958.04,3615043.81693052,7708.36000700972
5512,195901,1959.01,3130914.42682652,8190.01586344615
5513,195902,1959.02,3742492.61563392,8216.51584899989
5514,195903,1959.03,2562591.99354986,6738.8061737622
5515,197200,1972.00,8364430.11983731,14833.1417708921
5516,197300,1973.00,7042090.87237499,15215.6543152139
5517,197410,1974.10,14997000.8064728,18531.5884857973
5518,197420,1974.20,6625853.29498312,11620.1402373646
5519,197500,1975.00,6893860.43548997,10416.1302872303
5520,197600,1976.00,4179592.18435226,10403.4949577593
5521,197700,1977.00,7553643.11026987,13927.2622972581
5522,199001,1990.01,2689325.92387102,8021.36629965573
5523,199002,1990.02,14479074.4027654,20810.1910236561
5524,199110,1991.10,9708508.6408322,14255.8076234268
5525,199120,1991.20,10353364.7669762,16463.991791559
5526,199201,1992.01,4253708.58701418,8935.66056432946
5527,199202,1992.02,10273091.9936617,18301.5761232558
5528,199300,1993.00,27892002.0705035,31628.1009101963
5529,199400,1994.00,7503405.86870378,16929.5365290369
5530,199700,1997.00,10447073.768813,13865.2251111104
5531,199801,1998.01,3713869.13753083,9460.36575829038
5532,199802,1998.02,3296092.64508452,8868.74441570967
5533,199900,1999.00,4768480.99252513,10157.8099674908
5534,201110,2011.10,10913332.2506903,16183.4301574221
5535,201120,2011.20,8527607.25217369,13880.2888964588
5536,201200,2012.00,4745344.71354119,10433.2498049091
5537,201301,2013.01,9323319.56683412,19559.4357902792
5538,201302,2013.02,10674503.148443,14999.8815990824
5539,201401,2014.01,14080873.2816906,15489.9911046513
5540,201402,2014.02,20894870.6956039,19009.7794796131
5541,201501,2015.01,9566161.62419401,14427.9738118311
5542,201503,2015.03,4729129.09408126,9203.94794122372
5543,201504,2015.04,3964702.96129081,9633.74630161446
5544,201601,2016.01,5816821.7466216,11118.8418936298
5545,201602,2016.02,11471575.9344336,18959.118635608
5546,201700,2017.00,18241832.0174066,21283.174589663
5547,203100,2031.00,7076573.73068923,11835.711462643
5548,203200,2032.00,5553914.73715377,10214.8902628598
5549,203300,2033.00,16058051.3457834,15611.0251935046
5550,203500,2035.00,17863727.7088515,18886.7797961224
5551,203601,2036.01,3551943.63726873,13045.0272929156
5552,203602,2036.02,2404778.25655056,7367.39715649379
5553,203710,2037.10,3036174.99238096,7623.78207954496
5554,203720,2037.20,3455623.083903,7965.72103813397
5555,203800,2038.00,5246195.37709337,9451.84756925854
5556,203900,2039.00,4827379.08374015,12242.8705842501
5557,204110,2041.10,6499062.05319828,10204.6582866494
5558,204120,2041.20,2835229.07796071,6976.74436499938
5559,204200,2042.00,3242089.6307645,7623.77136019028
5560,204300,2043.00,6926359.91036392,10888.0033598761
5561,204410,2044.10,3195515.68883047,7602.19593878547
5562,204420,2044.20,3251272.35507668,7655.41869992786
5563,204600,2046.00,6269663.16265845,12240.5469782298
5564,204700,2047.00,10882902.7946426,13337.0811703752
5565,204810,2048.10,8289136.7966913,11974.6111782713
5566,204820,2048.20,3445972.39805643,8346.72019716074
5567,204910,2049.10,5579346.58599432,9619.43138990101
5568,204920,2049.20,9794921.05819372,12795.9481680898
5569,205110,2051.10,3088819.3487682,9229.48190000925
5570,205120,2051.20,15781304.274677,20062.4973900656
5571,206010,2060.10,15485647.8178921,21066.3708223478
5572,206020,2060.20,9402533.03314232,12029.068454865
5573,206050,2060.50,19210111.7737857,25518.4847338767
5574,206051,2060.51,40157736.4873207,30027.5297152883
5575,206052,2060.52,9950091.58508603,13475.4418762343
5576,206053,2060.53,6331353.51025674,10825.7223130838
5577,206054,2060.54,4507280.54544825,9342.52057807028
5578,206201,2062.01,2161752.48120197,6940.27548502623
5579,206202,2062.02,4067555.00925989,9661.22143706372
5580,206301,2063.01,1457910.07120794,4943.52581723214
5581,206302,2063.02,499680.05187833,3606.42780504269
5582,206303,2063.03,4679996.82234014,10618.5076151955
5583,207101,2071.01,3231109.02913787,7720.18222807004
5584,207102,2071.02,4467442.10648746,9909.64338590336
5585,207103,2071.03,3488830.09395972,9634.34535095582
5586,207303,2073.03,1905373.65767342,5576.46492993634
5587,207304,2073.04,541608.156318936,3459.97983703094
5588,207305,2073.05,2182607.9608526,8262.43976297886
5589,207306,2073.06,1737007.14446935,5647.4004965501
5590,207307,2073.07,525932.647352407,2911.19179273882
5591,207308,2073.08,494215.082115449,2815.67315993788
5592,207400,2074.00,9358165.87247062,15170.8717902947
5593,207501,2075.01,1445854.24914354,4896.76557891969
5594,207502,2075.02,4503362.95365749,9155.67719347559
5595,207711,2077.11,7469514.54461591,14744.2377371689
5596,207712,2077.12,4383833.96866219,9437.96600355635
5597,207901,2079.01,2188102.4850908,6864.98910740095
5598,207902,2079.02,7532286.54248963,11167.8181435196
5599,208001,2080.01,6199667.66155997,11659.7543003523
5600,208002,2080.02,4253642.55824437,9520.38199491806
5601,208301,2083.01,1000535.281566,5183.16153820212
5602,208302,2083.02,4735706.83266161,9852.78100417183
5603,208401,2084.01,2472155.84001495,6288.16537225377
5604,208402,2084.02,3667724.10237404,8621.78030143297
5605,208501,2085.01,2617928.32807329,6561.56983365679
5606,208502,2085.02,2809795.96571506,6779.01704748621
5607,208610,2086.10,3768690.94610451,8269.48790547314
5608,208620,2086.20,3491004.906086,8197.49640206305
5609,208710,2087.10,1833916.09045711,5648.9524486615
5610,208720,2087.20,1773163.95887421,6918.86293019477
5611,208801,2088.01,2889587.40893489,7802.25243544949
5612,208802,2088.02,2276467.59142783,7699.48364162324
5613,208902,2089.02,1981074.27965144,5658.69510391613
5614,208903,2089.03,1714528.61834462,7038.48088476129
5615,208904,2089.04,1206663.49937774,4564.63611011992
5616,209103,2091.03,1334880.50398275,4693.8484955502
5617,209104,2091.04,753009.131563893,3841.17499832387
5618,209105,2091.05,895832.098309917,4013.33659293675
5619,209106,2091.06,2385508.82104778,6257.58848632008
5620,209201,2092.01,1810247.95233175,5620.49133378931
5621,209202,2092.02,2615787.86251931,6577.41304647575
5622,209300,2093.00,3297115.70313238,7931.22236884124
5623,209401,2094.01,2321391.9698719,6370.71272270844
5624,209402,2094.02,1466351.83702779,4849.91383369065
5625,209403,2094.03,1487534.112934,4882.44351039963
5626,209510,2095.10,1964228.79655084,5807.66354351357
5627,209520,2095.20,2488320.267391,6468.36071291443
5628,209810,2098.10,1612737.66618228,5415.90695814582
5629,209820,2098.20,1927868.32581542,5690.53478601176
5630,210010,2100.10,4402120.02303,8907.43026384352
5631,211000,2110.00,28596678.1533704,25170.3317584728
5632,211121,2111.21,2302635.57829966,7588.94349959905
5633,211122,2111.22,3934733.82015964,8274.05186798846
5634,211123,2111.23,1851716.04566235,6798.25662896827
5635,211124,2111.24,4252116.00079973,8179.6908368499
5636,211201,2112.01,1500115.66346021,4915.79781077763
5637,211202,2112.02,1928500.75411256,5559.51969354925
5638,211310,2113.10,1549310.53402939,4998.40424687887
5639,211320,2113.20,2004977.21494545,5674.50881754656
5640,211410,2114.10,2914743.77861983,7500.7548444123
5641,211420,2114.20,4101871.11797139,8393.585104121
5642,211500,2115.00,9784611.94988501,13106.0193002094
5643,211701,2117.01,7012738.2307932,10536.8114377412
5644,211703,2117.03,1981686.87966835,5697.20581194258
5645,211704,2117.04,1990706.122826,5747.4983833605
5646,211802,2118.02,3502699.25145609,7938.57208640473
5647,211803,2118.03,1501836.62315985,4915.85668410239
5648,211804,2118.04,2001609.5982249,5672.18328517502
5649,211910,2119.10,1485020.08797045,4890.39936300982
5650,211921,2119.21,997421.587332045,4152.13257350552
5651,211922,2119.22,999882.187827607,4155.33850208035
5652,212101,2121.01,1999632.81750716,5670.10010429796
5653,212102,2121.02,1492493.56107297,4902.63444469519
5654,212202,2122.02,2222402.72807283,6482.0906472826
5655,212203,2122.03,1144315.92993211,4500.81292595163
5656,212204,2122.04,2294672.75559419,6149.26156826192
5657,212303,2123.03,1675360.54866848,5219.25392717256
5658,212304,2123.04,2213842.59851676,6305.42567400344
5659,212305,2123.05,1163116.7275934,4358.27139193138
5660,212306,2123.06,1742931.9574356,5316.96144458155
5661,212410,2124.10,1691952.96207007,5550.69662371388
5662,212420,2124.20,1544109.36789857,4956.62921967544
5663,212501,2125.01,856756.822717764,3804.12990577836
5664,212502,2125.02,3068569.80269635,8256.68330655347
5665,212610,2126.10,3844339.70954627,8377.3708318839
5666,212620,2126.20,3106627.79503374,7948.07984315026
5667,212701,2127.01,5054873.23359998,10686.7572868557
5668,212702,2127.02,9478753.94580984,13476.0379930457
5669,212800,2128.00,8409458.77555438,11737.6307769316
5670,212900,2129.00,4021574.84759929,8954.95684094242
5671,213100,2131.00,5780618.33488096,10508.2814093558
5672,213201,2132.01,3605253.45747481,8208.73857759971
5673,213202,2132.02,3637318.75771105,8141.43572856573
5674,213310,2133.10,3359268.73008161,7825.23735563187
5675,213320,2133.20,3352280.59663601,7850.58788248556
5676,213401,2134.01,2110768.92033241,6327.27422496761
5677,213402,2134.02,4217750.29155894,8305.57938930538
5678,214000,2140.00,10887840.7761239,13352.8975494125
5679,214100,2141.00,11929138.3641284,14127.6878458574
5680,214400,2144.00,3705377.33890304,7957.45733086634
5681,214501,2145.01,8098023.8988892,14036.4753085766
5682,214503,2145.03,2500554.19444419,6988.64948341039
5683,214504,2145.04,1440309.99325987,6176.15275516926
5684,214505,2145.05,1338755.16686287,7174.96563303684
5685,214600,2146.00,6255700.50845335,10110.4671758733
5686,214700,2147.00,6386540.36012709,10225.8323647063
5687,214800,2148.00,6211394.76047884,11237.4131867022
5688,214902,2149.02,5459260.39484872,9792.04910960733
5689,214903,2149.03,1468982.69831755,5606.66918204475
5690,214904,2149.04,1896561.5918667,5577.55144258935
5691,215101,2151.01,3820631.89367371,10271.5819823077
5692,215102,2151.02,2774274.30975174,8182.35891906829
5693,216100,2161.00,7265854.49401711,11195.402907787
5694,216201,2162.01,4971501.99486182,10417.1894693548
5695,216202,2162.02,5409279.50694711,10216.2603677488
5696,216301,2163.01,6069451.3820607,11388.5098457029
5697,216302,2163.02,7631337.93692276,11342.4649360131
5698,216401,2164.01,4429446.71155746,8621.81641782717
5699,216402,2164.02,2469654.557215,6401.20201259977
5700,216700,2167.00,8373696.28760033,11709.6535393466
5701,216800,2168.00,7963392.14687205,11547.7857711319
5702,216901,2169.01,7568795.03542876,12077.3718742978
5703,216902,2169.02,4212778.1057041,9165.2446336241
5704,217001,2170.01,5904316.17381655,10940.7936166405
5705,217002,2170.02,8302513.96013131,11538.6567852655
5706,217101,2171.01,4261607.46878689,9362.6058984759
5707,217102,2171.02,5402500.47191273,9507.48868709714
5708,217200,2172.00,9892604.84134849,15006.4887045593
5709,218110,2181.10,6443295.40066472,12758.8566727491
5710,218120,2181.20,4792188.03199547,8884.87361014515
5711,218210,2182.10,4181546.30340368,8771.28053868117
5712,218220,2182.20,7241641.64328905,11685.4751953507
5713,218300,2183.00,9696120.91408272,17311.9468665162
5714,218400,2184.00,7068249.5498802,12186.9978965962
5715,218500,2185.00,5632253.48401202,11047.4082436678
5716,218600,2186.00,4635201.61006986,8987.92736112509
5717,218701,2187.01,5919075.32694757,10687.1152596476
5718,218702,2187.02,3871444.63932589,10285.1016689023
5719,218800,2188.00,4430870.26629661,9005.0654250264
5720,218900,2189.00,7571353.92450153,11505.7198201713
5721,219010,2190.10,4745319.71604126,9379.45374786129
5722,219020,2190.20,7819937.95575292,11239.4545102551
5723,219300,2193.00,7016026.58149185,11233.6223018081
5724,219500,2195.00,6001852.04789903,10424.7034061153
5725,219700,2197.00,11759434.4348233,16598.0931601571
5726,219800,2198.00,4802120.48496325,9746.01750660086
5727,219901,2199.01,5649851.87470116,10076.1262036489
5728,219902,2199.02,8619894.37089775,13295.766529976
5729,220000,2200.00,10460254.6763725,12777.7107924447
5730,220100,2201.00,10563286.051113,16986.1500238823
5731,221110,2211.10,2521209.39611545,6926.35380374564
5732,221120,2211.20,3417542.64541403,7524.85175928854
5733,221210,2212.10,3861959.82747057,8419.21242163235
5734,221220,2212.20,7097658.14257654,10529.4777747044
5735,221302,2213.02,4974449.32730253,10183.103403739
5736,221303,2213.03,2518370.87942564,6486.09399020527
5737,221304,2213.04,2446087.84233101,6306.61158929333
5738,221401,2214.01,5837353.25050716,9623.44372465896
5739,221402,2214.02,5729749.38152485,12853.6922662297
5740,221500,2215.00,4098035.12138756,8382.81942982496
5741,221601,2216.01,3981517.7514944,8298.430069476
5742,221602,2216.02,5627264.42413342,12004.507517934
5743,221710,2217.10,3530350.12889091,8106.01567313937
5744,221810,2218.10,3275832.74096194,7474.7546656325
5745,221820,2218.20,2198662.4788584,5840.3523376037
5746,221900,2219.00,4413475.86045281,10667.1351248522
5747,222001,2220.01,5105293.14873963,9152.50954020784
5748,222002,2220.02,7057954.58078007,10841.9186877586
5749,222100,2221.00,5155222.42486039,10486.7720711186
5750,222200,2222.00,5186787.01364694,10532.844579907
5751,222500,2225.00,7023063.34478006,10606.6076163787
5752,222600,2226.00,7017410.72267511,10585.6178187674
5753,222700,2227.00,8846637.47448169,13629.6091255997
5754,224010,2240.10,8938274.89437487,13900.8250436704
5755,224020,2240.20,13264716.3678446,15226.2332277157
5756,224200,2242.00,3963203.17944975,8643.30018235093
5757,224310,2243.10,1946036.69662059,6759.46035332566
5758,224320,2243.20,3129822.62303171,8444.16960528988
5759,224410,2244.10,4878956.81593029,10535.054711605
5760,224420,2244.20,3860569.88633985,8969.15287182735
5761,224600,2246.00,7738462.9823673,11201.3241714536
5762,224701,2247.01,2534774.98960341,7580.36282959047
5763,224702,2247.02,4257851.05488739,9804.97567762005
5764,226001,2260.01,11138123.3867431,19074.2695759506
5765,226002,2260.02,27645340.9184381,21400.4110883463
5766,226410,2264.10,3040629.92879226,7123.3649935158
5767,226420,2264.20,4595545.90130643,8778.89296497437
5768,226701,2267.01,4048388.26206064,9183.65227454754
5769,226702,2267.02,4376816.15639402,12056.3770529059
5770,227010,2270.10,6234440.73919508,11858.4771762592
5771,227020,2270.20,4737436.15288587,9166.08039067498
5772,228100,2281.00,10799828.7277418,15274.7696639099
5773,228210,2282.10,4424348.07524493,9184.58651907447
5774,228220,2282.20,3941934.15301345,9102.49238054019
5775,228310,2283.10,5880551.42625636,11254.2576702457
5776,228320,2283.20,3627882.02036404,10223.8135547883
5777,228410,2284.10,2989299.76194079,7107.13379027581
5778,228420,2284.20,2985840.08012235,7921.09657879912
5779,228500,2285.00,4831907.05252908,9216.98060663761
5780,228600,2286.00,5672241.81820656,9590.92679290125
5781,228710,2287.10,4357156.30389664,9256.84888136368
5782,228720,2287.20,4350304.99876261,9244.66586027055
5783,228800,2288.00,9090038.06017562,12361.1824283799
5784,228900,2289.00,5549020.78074749,9659.07222734537
5785,229100,2291.00,5113467.67174026,9150.08471405678
5786,229200,2292.00,4797268.25332921,8927.11460835002
5787,229300,2293.00,5413564.17501094,9545.17204317781
5788,229410,2294.10,5838700.42754595,9706.99013629093
5789,229420,2294.20,6287881.4374856,10052.1105426202
5790,231100,2311.00,9623608.30461007,12919.9545913225
5791,231210,2312.10,3451814.03979854,7922.64482479262
5792,231220,2312.20,10389133.6306256,13177.4647886424
5793,231301,2313.01,2517991.86275199,7081.84364684442
5794,231302,2313.02,4558808.49324383,10645.9613594657
5795,231400,2314.00,6684775.59273459,10350.6337995004
5796,231500,2315.00,9894305.68672571,12798.51653362
5797,231601,2316.01,3437892.95967203,7854.05497463147
5798,231602,2316.02,3390802.81273134,7818.1225249325
5799,231603,2316.03,3447314.21070012,7867.5870739713
5800,231710,2317.10,3485223.42597566,7941.54871727497
5801,231720,2317.20,5083179.13096204,9121.12455477185
5802,231800,2318.00,5600044.97876696,9533.13487132083
5803,231901,2319.01,2634646.87595876,6630.60277637726
5804,231902,2319.02,3488404.82092938,9940.72399030396
5805,232110,2321.10,4090675.07727888,8787.8341367881
5806,232120,2321.20,5617477.7125684,9730.33918735381
5807,232200,2322.00,5629053.38419224,10868.6422711784
5808,232300,2323.00,6768013.82208724,11548.1232606961
5809,232401,2324.01,6132156.90673636,11911.3029769132
5810,232402,2324.02,5847679.48948543,11262.2426815856
5811,232500,2325.00,8263480.38097127,11962.4356314893
5812,232601,2326.01,2840257.27312538,7004.33367054248
5813,232602,2326.02,5720224.45117564,9605.28951100288
5814,232701,2327.01,2986772.95669835,7152.59067883339
5815,232702,2327.02,4883945.17622544,8854.78008102518
5816,232800,2328.00,4592442.84268422,8716.84535816671
5817,234001,2340.01,7289805.94877227,15674.6574757692
5818,234002,2340.02,6077750.20721363,13242.6744438545
5819,234200,2342.00,9503536.84825705,13022.7170080608
5820,234301,2343.01,5424886.04265325,9432.6757124609
5821,234302,2343.02,3942923.41691587,9264.00463444249
5822,234501,2345.01,8092378.40949007,12751.3460182769
5823,234502,2345.02,5864850.86607234,11665.4460441024
5824,234600,2346.00,14034822.872249,17840.20503057
5825,234700,2347.00,7987585.66407911,14837.8394228958
5826,234800,2348.00,7041768.82248457,10614.4641677032
5827,234901,2349.01,3502786.04257711,7934.90032858393
5828,234902,2349.02,4819302.6212914,9961.99756160166
5829,235100,2351.00,12717505.8150198,18160.6306620318
5830,235201,2352.01,7024758.05154568,10666.3390582233
5831,235202,2352.02,9166266.04418275,13212.6170632965
5832,236001,2360.01,23712466.6283279,28147.4113028743
5833,236101,2361.01,6809528.82864744,11729.6816582193
5834,236102,2361.02,5360995.74216835,11929.9282620826
5835,236203,2362.03,3652629.5476976,10831.8545215728
5836,236204,2362.04,2474305.86048622,6697.41820602225
5837,236205,2362.05,1797512.57772059,6066.19739898455
5838,236206,2362.06,2959494.97246658,9723.37433111384
5839,236400,2364.00,14429101.324948,19388.959955566
5840,237101,2371.01,6769968.67191015,10352.1863624478
5841,237102,2371.02,4951073.35313072,9013.08052986035
5842,237201,2372.01,4880490.05993352,8888.39175732294
5843,237202,2372.02,11932147.5443785,14393.4155287615
5844,237300,2373.00,10739283.6933385,13459.4831275831
5845,237401,2374.01,5555453.76757367,9560.8436343408
5846,237402,2374.02,5610580.94043013,9623.63874555407
5847,237500,2375.00,3631027.81464845,8245.23339820719
5848,237600,2376.00,5422351.28055603,9469.49549827162
5849,237710,2377.10,4653115.331965,9397.90901523503
5850,237720,2377.20,3500760.40393868,8731.09125765682
5851,237800,2378.00,10471227.3021842,13143.5640450531
5852,237900,2379.00,10546505.3674681,13264.7452885337
5853,238000,2380.00,17907171.8076794,21142.2198554871
5854,238100,2381.00,10589252.3446773,13269.9511649954
5855,238200,2382.00,11050838.1736592,13886.1109182375
5856,238310,2383.10,4274128.46239079,9306.82543356533
5857,238320,2383.20,5040668.48388058,9679.32498213811
5858,238400,2384.00,14010150.6547317,15895.8089136989
5859,239201,2392.01,4842417.28266293,8889.20071750461
5860,239202,2392.02,13730941.2796443,15869.3904720372
5861,239310,2393.10,5757262.38319377,9679.36833768725
5862,239320,2393.20,3735937.27048729,8282.41243407921
5863,239330,2393.30,10543713.9448757,13439.6673056456
5864,239501,2395.01,5104517.58039269,10575.5848757718
5865,239502,2395.02,5499601.82701012,10820.8885660907
5866,239601,2396.01,4545566.81740026,9594.70018366918
5867,239602,2396.02,3854522.0165458,9274.98296677799
5868,239701,2397.01,4409986.96870496,9489.694737229
5869,239702,2397.02,5234332.89628257,10063.5995137574
5870,239801,2398.01,3990945.9799591,9960.99727696854
5871,239802,2398.02,6560226.19869203,11250.5756259211
5872,240010,2400.10,6334051.62988117,12212.8374020347
5873,240020,2400.20,7748277.60044516,12850.8843763426
5874,240200,2402.00,8038890.14190201,11289.1186549214
5875,240301,2403.01,5047472.78093876,9223.46086355274
5876,240302,2403.02,3709528.57169802,8053.6920973237
5877,240401,2404.01,7460071.13766518,11317.3017187727
5878,240402,2404.02,6472578.21982629,11129.3056181412
5879,240500,2405.00,8746291.42895533,12263.811791755
5880,240600,2406.00,7275157.38203997,11292.4420796294
5881,240700,2407.00,12857922.6933522,15031.6461320793
5882,240800,2408.00,6872458.83223624,13530.5830301024
5883,240901,2409.01,3780219.97754126,11130.649754858
5884,240902,2409.02,7741983.10503256,12813.4264672341
5885,241001,2410.01,9757944.75505202,18148.0821653831
5886,241002,2410.02,7614158.37644016,13017.1702752269
5887,241110,2411.10,5238307.22492684,10529.983078699
5888,241120,2411.20,7144247.90010387,11601.9598916051
5889,241201,2412.01,5230365.49704492,10180.3755200189
5890,241202,2412.02,12521469.7327707,14033.8089999111
5891,241300,2413.00,5620399.79420185,9957.44682878631
5892,241400,2414.00,6195531.5139378,11029.8514453394
5893,242000,2420.00,6961643.93157495,10528.178532973
5894,242100,2421.00,4947449.74476931,9051.88850932986
5895,242201,2422.01,4409281.00581505,8470.72410273301
5896,242202,2422.02,4344591.40156938,11300.9691900199
5897,242300,2423.00,6781926.14163995,11506.762801133
5898,242600,2426.00,5123820.07195285,9153.07969439772
5899,242700,2427.00,10928074.2527914,14365.6773544092
5900,243001,2430.01,3730697.03394063,8231.79234277416
5901,243002,2430.02,4217277.01092703,8726.13067871221
5902,243100,2431.00,6308270.59191773,10561.4628785109
5903,261102,2611.02,85593604.9093673,56704.2918420932
5904,261103,2611.03,22388941.04706,27838.4998903492
5905,261104,2611.04,49492157.6737221,45653.6172906956
5906,261200,2612.00,81700628.9310379,59606.1094844355
5907,262100,2621.00,94415428.2698644,70340.3805224482
5908,262200,2622.00,92227670.6956194,52227.5225738481
5909,262301,2623.01,140540824.983771,74504.4384387674
5910,262302,2623.02,32974910.2620995,32417.7476016784
5911,262303,2623.03,28139675.046829,29228.9626830621
5912,262400,2624.00,121292178.079191,75093.0314991551
5913,262501,2625.01,17635347.441013,19927.6728218245
5914,262601,2626.01,38968307.0221699,35450.3548125941
5915,264000,2640.00,20107064.2650359,22982.74208037
5916,264102,2641.02,4267625.33504752,10245.7400712319
5917,264103,2641.03,2481293.70696561,7370.4708771613
5918,264303,2643.03,2329882.13756029,6726.72519055796
5919,264304,2643.04,2192684.75651864,7254.29631045992
5920,264305,2643.05,14485244.1511863,19577.4078199227
5921,264306,2643.06,3838849.83435382,9091.53351120733
5922,265100,2651.00,25424207.1000353,24407.4357917637
5923,265201,2652.01,4723324.72828606,11887.3929784098
5924,265203,2652.03,3337199.97123689,8484.00096066176
5925,265204,2652.04,2855371.12045356,7517.68358577059
5926,265301,2653.01,17176772.4367197,20495.4871199271
5927,265303,2653.03,1592999.72254365,5749.44274514669
5928,265304,2653.04,1409868.22824921,5886.18108758801
5929,265306,2653.06,1003677.98851395,4613.73914972796
5930,265307,2653.07,2341857.61943194,7842.13823034159
5931,265410,2654.10,7648041.15033067,16061.5196076825
5932,265420,2654.20,7865803.83300092,12339.1317512564
5933,265521,2655.21,1409936.51754903,5592.73568025077
5934,265522,2655.22,2717596.13979681,7881.53285462305
5935,265523,2655.23,3643261.92744348,7647.86210339174
5936,265524,2655.24,4614795.32617518,8932.59017870218
5937,265601,2656.01,6706904.14044797,11465.5635587258
5938,265602,2656.02,3615573.04086757,9281.12915180502
5939,265701,2657.01,9232160.82608509,15574.8327008726
5940,265702,2657.02,4040547.89158289,8775.75793430509
5941,267101,2671.01,5213923.32774931,9374.02710091472
5942,267102,2671.02,6668828.61481846,10704.7535408418
5943,267201,2672.01,6456728.56065221,10589.0938014137
5944,267202,2672.02,6198954.55753139,10208.5538605647
5945,267300,2673.00,4631659.71690759,8676.53927402346
5946,267403,2674.03,2521120.30741234,7862.06040872464
5947,267404,2674.04,3061703.58376173,7371.04429914365
5948,267405,2674.05,2300084.85348886,6131.84099554911
5949,267406,2674.06,2315885.55369835,6320.04114103938
5950,267502,2675.02,4679180.69799338,8926.77577498301
5951,267503,2675.03,2126385.77833823,6123.39583976169
5952,267504,2675.04,2758789.48857382,6938.24504974726
5953,267600,2676.00,13703332.5116064,15220.7021547635
5954,267700,2677.00,8768832.34646428,12188.5080226719
5955,267800,2678.00,12391142.7733651,14894.9121330041
5956,267901,2679.01,12051496.0626939,15177.3977011608
5957,267902,2679.02,8374980.4485155,12865.3245118118
5958,269000,2690.00,24700267.8901223,30135.823842838
5959,269100,2691.00,9033708.26910493,12462.682968911
5960,269300,2693.00,23772380.6525614,20336.6176610048
5961,269500,2695.00,14899364.4103202,18057.6999409702
5962,269601,2696.01,3591419.07744817,7574.31564051572
5963,269602,2696.02,3127881.91318593,7326.26443193335
5964,269700,2697.00,9661690.40960243,14772.7968504003
5965,269800,2698.00,5027651.89422784,12035.271536889
5966,269903,2699.03,3055079.35499119,7708.02028408458
5967,269905,2699.05,2562120.99928942,8317.56997256432
5968,269906,2699.06,2238833.95174634,7462.5231727357
5969,269907,2699.07,2979392.00491012,7628.81905649038
5970,269908,2699.08,1802430.24588661,6602.92040479358
5971,269909,2699.09,1828771.99475582,5970.59776116583
5972,270101,2701.01,4031192.83025384,12050.0794134703
5973,270102,2701.02,2113198.03001554,7624.06485197885
5974,270200,2702.00,8225812.21965253,14331.1939936691
5975,270300,2703.00,10511306.679289,13672.0513787859
5976,271100,2711.00,8658188.23497439,14154.497356501
5977,271200,2712.00,5645328.39742646,13688.4966818035
5978,271300,2713.00,15826987.723307,19352.6384692586
5979,271400,2714.00,12368280.7074631,14507.9322470604
5980,271500,2715.00,9795954.18356945,13061.3570780889
5981,271600,2716.00,9746277.95517026,12575.7925728208
5982,271702,2717.02,7604859.17200651,13325.6822502394
5983,271703,2717.03,4879506.9546481,12236.927743198
5984,271704,2717.04,5852767.97404338,11870.4968392795
5985,271801,2718.01,5165916.65323244,9610.55195121315
5986,271803,2718.03,2460589.40328329,6334.91277663487
5987,271804,2718.04,3754565.303071,10109.4471682197
5988,271901,2719.01,7084576.93047101,10708.1856570579
5989,271902,2719.02,9948084.65307317,12748.8599726304
5990,272100,2721.00,12909213.5762878,14819.1999867949
5991,272201,2722.01,2798671.17853219,6700.25079793305
5992,272202,2722.02,3332333.62652426,8785.83181979596
5993,272301,2723.01,6501743.76408767,12731.1943819642
5994,272302,2723.02,5437258.84050824,10565.2365835511
5995,273100,2731.00,12669382.0855714,15531.2628871862
5996,273200,2732.00,6909620.78473042,11507.9501700686
5997,273300,2733.00,6160288.25886344,11227.0701765985
5998,273404,2734.04,2327819.84681253,7349.1818125348
5999,273600,2736.00,6336240.51411996,10768.1854563733
6000,273700,2737.00,7430946.82802521,11006.3943372583
6001,273800,2738.00,7982920.5190859,16482.3004334383
6002,274100,2741.00,6760379.6255456,14311.7179840029
6003,275101,2751.01,3705137.43602554,10261.6067171103
6004,275102,2751.02,6715142.62821014,12213.6060506413
6005,275200,2752.00,4995609.95469389,10528.6316004044
6006,275311,2753.11,13911137.7363387,17145.1246843807
6007,275312,2753.12,8845821.92041958,14309.6949038036
6008,275313,2753.13,10521744.6779162,16011.0172328333
6009,275400,2754.00,8083680.87960179,13077.503750714
6010,275500,2755.00,8479393.60934983,11765.8867419636
6011,275603,2756.03,11021305.9423824,16863.9352150816
6012,275604,2756.04,16689091.1406041,25536.5398301868
6013,275605,2756.05,11199011.5248306,17382.0088774157
6014,276000,2760.00,25171416.3940751,22610.582598709
6015,276101,2761.01,3512604.80925892,10402.9652089551
6016,276102,2761.02,7089689.87687499,20588.7313968152
6017,276400,2764.00,13734682.785286,16202.1109375733
6018,276500,2765.00,12830486.0199782,15367.4227698577
6019,276601,2766.01,24108939.8210548,23283.3399964196
6020,276605,2766.05,2559688.20323188,8205.75114125404
6021,276606,2766.06,2334635.86731144,7340.20544417561
6022,276607,2766.07,5146159.69969143,11378.3948676316
6023,276608,2766.08,3878120.74742111,8653.14615585675
6024,277000,2770.00,24745922.4850232,21847.7459940755
6025,277100,2771.00,13284299.7511482,15316.1749912908
