geoid,geoid20,year,denom_occupied_housing,overcrowded_hh_count,overcrowded_hh_pct
1400000US06037920049,6037920049,2019,1287,14,1.0878011
1400000US06037920050,6037920050,2019,508,21,4.1338582
1400000US06037920102,6037920102,2019,1787,99,5.5400114
1400000US06037920104,6037920104,2019,850,4,.47058824
1400000US06037920106,6037920106,2019,992,115,11.592742
1400000US06037920109,6037920109,2019,2019,50,2.4764736
1400000US06037920110,6037920110,2019,987,33,3.3434651
1400000US06037920111,6037920111,2019,885,52,5.8757062
1400000US06037920112,6037920112,2019,1478,25,1.6914749
1400000US06037920114,6037920114,2019,2253,101,4.4829116
1400000US06037920115,6037920115,2019,1518,47,3.0961792
1400000US06037920116,6037920116,2019,1639,16,.97620499
1400000US06037920118,6037920118,2019,1725,25,1.4492754
1400000US06037920119,6037920119,2019,529,6,1.1342155
1400000US06037920120,6037920120,2019,351,16,4.5584044
1400000US06037920121,6037920121,2019,3126,89,2.8470888
1400000US06037920200,6037920200,2019,,,
1400000US06037920303,6037920303,2019,648,15,2.3148148
1400000US06037920312,6037920312,2019,2097,178,8.4883165
1400000US06037920313,6037920313,2019,1498,49,3.271028
1400000US06037920314,6037920314,2019,946,35,3.6997886
1400000US06037920322,6037920322,2019,996,42,4.2168674
1400000US06037920326,6037920326,2019,2842,163,5.7353978
1400000US06037920328,6037920328,2019,819,45,5.4945054
1400000US06037920329,6037920329,2019,2942,102,3.4670293
1400000US06037920330,6037920330,2019,1516,0,0
1400000US06037920331,6037920331,2019,1237,20,1.6168149
1400000US06037920332,6037920332,2019,526,31,5.8935361
1400000US06037920334,6037920334,2019,2139,51,2.3842916
1400000US06037920338,6037920338,2019,1740,0,0
1400000US06037920339,6037920339,2019,2432,96,3.9473684
1400000US06037920340,6037920340,2019,1062,319,30.037664
1400000US06037920341,6037920341,2019,580,176,30.344828
1400000US06037920342,6037920342,2019,918,210,22.875816
1400000US06037920343,6037920343,2019,1012,231,22.826086
1400000US06037930400,6037930400,2019,1011,26,2.5717111
1400000US06037980001,6037980001,2019,,,
1400000US06037980002,6037980002,2019,,,
1400000US06037980003,6037980003,2019,,,
1400000US06037980004,6037980004,2019,,,
1400000US06037980005,6037980005,2019,,,
1400000US06037980006,6037980006,2019,14,3,21.428572
1400000US06037980007,6037980007,2019,,,
1400000US06037980008,6037980008,2019,17,0,0
1400000US06037980009,6037980009,2019,,,
1400000US06037980010,6037980010,2019,56,5,8.9285717
1400000US06037980011,6037980011,2019,41,0,0
1400000US06037980012,6037980012,2019,,,
1400000US06037980013,6037980013,2019,,,
1400000US06037980014,6037980014,2019,5,0,0
1400000US06037980015,6037980015,2019,359,45,12.534819
1400000US06037980016,6037980016,2019,89,8,8.9887638
1400000US06037980017,6037980017,2019,130,2,1.5384616
1400000US06037980018,6037980018,2019,7,0,0
1400000US06037980019,6037980019,2019,92,0,0
1400000US06037980020,6037980020,2019,,,
1400000US06037980021,6037980021,2019,8,0,0
1400000US06037980022,6037980022,2019,138,7,5.072464
1400000US06037980023,6037980023,2019,,,
1400000US06037980024,6037980024,2019,75,0,0
1400000US06037980025,6037980025,2019,437,48,10.983982
1400000US06037980026,6037980026,2019,4,0,0
1400000US06037980028,6037980028,2019,,,
1400000US06037980030,6037980030,2019,,,
1400000US06037980031,6037980031,2019,45,2,4.4444447
1400000US06037980033,6037980033,2019,16,0,0
1400000US06037980034,6037980034,2019,9,0,0
1400000US06037980035,6037980035,2019,1893,396,20.919176
1400000US06037980036,6037980036,2019,2430,409,16.831276
1400000US06037980037,6037980037,2019,679,54,7.9528718
1400000US06037980038,6037980038,2019,2780,132,4.7482014
1400000US06037980039,6037980039,2019,79,2,2.5316455
1400000US06037101110,6037101110,2018,1596,82,5.1378446
1400000US06037101122,6037101122,2018,1256,62,4.9363055
1400000US06037101220,6037101220,2018,1294,152,11.746522
1400000US06037101221,6037101221,2018,1263,155,12.272367
1400000US06037101222,6037101222,2018,1058,130,12.287334
1400000US06037101300,6037101300,2018,1435,34,2.369338
1400000US06037101400,6037101400,2018,1473,39,2.6476579
1400000US06037102103,6037102103,2018,696,25,3.591954
1400000US06037102104,6037102104,2018,1269,30,2.3640661
1400000US06037102105,6037102105,2018,563,58,10.301954
1400000US06037102107,6037102107,2018,1305,41,3.1417625
1400000US06037103101,6037103101,2018,916,23,2.5109169
1400000US06037103102,6037103102,2018,1568,59,3.7627552
1400000US06037103201,6037103201,2018,599,30,5.008347
1400000US06037103202,6037103202,2018,1453,72,4.955265
1400000US06037103300,6037103300,2018,1225,23,1.8775511
1400000US06037103401,6037103401,2018,1363,89,6.5297136
1400000US06037103402,6037103402,2018,1069,70,6.5481758
1400000US06037104103,6037104103,2018,845,90,10.650887
1400000US06037104105,6037104105,2018,1673,195,11.655708
1400000US06037104108,6037104108,2018,1421,244,17.171007
1400000US06037104124,6037104124,2018,1260,52,4.1269841
1400000US06037104201,6037104201,2018,919,209,22.742111
1400000US06037104203,6037104203,2018,1145,245,21.397381
1400000US06037104204,6037104204,2018,729,149,20.438957
1400000US06037104310,6037104310,2018,879,280,31.85438
1400000US06037104321,6037104321,2018,569,140,24.604568
1400000US06037104322,6037104322,2018,757,187,24.702774
1400000US06037104401,6037104401,2018,689,240,34.833092
1400000US06037104403,6037104403,2018,661,196,29.652042
1400000US06037104404,6037104404,2018,658,186,28.267477
1400000US06037104500,6037104500,2018,610,115,18.852459
1400000US06037104610,6037104610,2018,729,226,31.001371
1400000US06037104620,6037104620,2018,711,261,36.708862
1400000US06037104701,6037104701,2018,949,294,30.979979
1400000US06037104703,6037104703,2018,601,220,36.605656
1400000US06037104704,6037104704,2018,1183,152,12.84869
1400000US06037104821,6037104821,2018,750,161,21.466667
1400000US06037104822,6037104822,2018,606,200,33.0033
1400000US06037104823,6037104823,2018,509,137,26.91552
1400000US06037104824,6037104824,2018,567,153,26.984127
1400000US06037106010,6037106010,2018,944,51,5.4025426
1400000US06037106020,6037106020,2018,1475,131,8.8813562
1400000US06037106111,6037106111,2018,965,36,3.7305698
1400000US06037106112,6037106112,2018,1466,95,6.4802184
1400000US06037106113,6037106113,2018,972,96,9.876543
1400000US06037106114,6037106114,2018,1591,301,18.918919
1400000US06037106403,6037106403,2018,809,93,11.495674
1400000US06037106405,6037106405,2018,1225,92,7.5102043
1400000US06037106406,6037106406,2018,1587,179,11.279143
1400000US06037106407,6037106407,2018,891,156,17.508417
1400000US06037106408,6037106408,2018,961,213,22.164412
1400000US06037106510,6037106510,2018,1654,98,5.9250302
1400000US06037106520,6037106520,2018,1440,166,11.527778
1400000US06037106603,6037106603,2018,653,6,.91883612
1400000US06037106604,6037106604,2018,1163,231,19.862425
1400000US06037106641,6037106641,2018,792,8,1.010101
1400000US06037106642,6037106642,2018,1025,59,5.7560978
1400000US06037106643,6037106643,2018,1335,0,0
1400000US06037106645,6037106645,2018,1142,6,.52539402
1400000US06037106646,6037106646,2018,969,49,5.0567594
1400000US06037106648,6037106648,2018,1032,268,25.968992
1400000US06037106649,6037106649,2018,702,104,14.814815
1400000US06037107010,6037107010,2018,739,51,6.9012179
1400000US06037107020,6037107020,2018,1249,189,15.132106
1400000US06037108101,6037108101,2018,765,0,0
1400000US06037108102,6037108102,2018,1217,0,0
1400000US06037108103,6037108103,2018,1050,0,0
1400000US06037108104,6037108104,2018,570,45,7.8947368
1400000US06037108202,6037108202,2018,2732,92,3.3674963
1400000US06037108203,6037108203,2018,894,0,0
1400000US06037108204,6037108204,2018,934,0,0
1400000US06037109100,6037109100,2018,776,87,11.21134
1400000US06037109200,6037109200,2018,810,43,5.3086419
1400000US06037109300,6037109300,2018,914,40,4.3763676
1400000US06037109400,6037109400,2018,1059,148,13.975449
1400000US06037109500,6037109500,2018,1030,356,34.563107
1400000US06037109601,6037109601,2018,1267,105,8.2872925
1400000US06037109603,6037109603,2018,1303,124,9.5165005
1400000US06037109604,6037109604,2018,904,83,9.1814156
1400000US06037109700,6037109700,2018,1350,52,3.8518519
1400000US06037109800,6037109800,2018,1445,195,13.49481
1400000US06037111100,6037111100,2018,948,56,5.9071732
1400000US06037111201,6037111201,2018,1128,38,3.3687944
1400000US06037111202,6037111202,2018,1657,116,7.0006037
1400000US06037111204,6037111204,2018,1966,0,0
1400000US06037111205,6037111205,2018,1314,63,4.7945204
1400000US06037111206,6037111206,2018,1517,47,3.0982201
1400000US06037111302,6037111302,2018,1817,47,2.5866814
1400000US06037111303,6037111303,2018,2101,197,9.3764877
1400000US06037111304,6037111304,2018,588,55,9.3537416
1400000US06037111401,6037111401,2018,1335,76,5.692884
1400000US06037111402,6037111402,2018,1543,87,5.6383667
1400000US06037113101,6037113101,2018,1091,51,4.6746106
1400000US06037113102,6037113102,2018,971,0,0
1400000US06037113211,6037113211,2018,1607,7,.43559426
1400000US06037113212,6037113212,2018,1087,8,.73597056
1400000US06037113213,6037113213,2018,1684,76,4.5130639
1400000US06037113231,6037113231,2018,837,7,.83632016
1400000US06037113232,6037113232,2018,1390,43,3.0935252
1400000US06037113234,6037113234,2018,1525,254,16.655737
1400000US06037113235,6037113235,2018,712,8,1.1235955
1400000US06037113237,6037113237,2018,1435,47,3.2752614
1400000US06037113238,6037113238,2018,1556,233,14.974293
1400000US06037113239,6037113239,2018,952,142,14.915966
1400000US06037113301,6037113301,2018,1112,23,2.0683453
1400000US06037113303,6037113303,2018,1421,58,4.0816326
1400000US06037113322,6037113322,2018,1427,11,.77084792
1400000US06037113323,6037113323,2018,1723,143,8.2994776
1400000US06037113324,6037113324,2018,772,64,8.2901554
1400000US06037113423,6037113423,2018,539,44,8.1632652
1400000US06037113424,6037113424,2018,1321,108,8.1756248
1400000US06037113425,6037113425,2018,318,56,17.610064
1400000US06037113426,6037113426,2018,1749,307,17.552887
1400000US06037113427,6037113427,2018,350,40,11.428572
1400000US06037113428,6037113428,2018,1713,194,11.325161
1400000US06037115101,6037115101,2018,1616,8,.49504951
1400000US06037115103,6037115103,2018,30,0,0
1400000US06037115104,6037115104,2018,1888,221,11.705508
1400000US06037115202,6037115202,2018,1931,94,4.8679442
1400000US06037115203,6037115203,2018,1194,145,12.144053
1400000US06037115204,6037115204,2018,1529,186,12.164814
1400000US06037115301,6037115301,2018,1664,62,3.7259614
1400000US06037115302,6037115302,2018,1054,232,22.011385
1400000US06037115401,6037115401,2018,1923,266,13.832553
1400000US06037115403,6037115403,2018,1036,205,19.787645
1400000US06037115404,6037115404,2018,836,51,6.1004786
1400000US06037117101,6037117101,2018,1419,201,14.164905
1400000US06037117102,6037117102,2018,820,74,9.0243902
1400000US06037117201,6037117201,2018,1197,298,24.895573
1400000US06037117202,6037117202,2018,768,43,5.5989585
1400000US06037117301,6037117301,2018,1244,10,.80385852
1400000US06037117302,6037117302,2018,1712,103,6.016355
1400000US06037117303,6037117303,2018,1030,77,7.475728
1400000US06037117404,6037117404,2018,1347,94,6.9784708
1400000US06037117405,6037117405,2018,856,325,37.967289
1400000US06037117407,6037117407,2018,972,460,47.325104
1400000US06037117408,6037117408,2018,858,336,39.160839
1400000US06037117510,6037117510,2018,1006,484,48.111332
1400000US06037117520,6037117520,2018,1053,368,34.947769
1400000US06037117530,6037117530,2018,1622,604,37.237976
1400000US06037119001,6037119001,2018,959,198,20.646507
1400000US06037119003,6037119003,2018,839,202,24.076281
1400000US06037119004,6037119004,2018,840,203,24.166666
1400000US06037119201,6037119201,2018,894,233,26.062639
1400000US06037119202,6037119202,2018,1054,292,27.703985
1400000US06037119310,6037119310,2018,1202,138,11.480865
1400000US06037119320,6037119320,2018,1201,225,18.734388
1400000US06037119340,6037119340,2018,997,422,42.326981
1400000US06037119341,6037119341,2018,806,160,19.851116
1400000US06037119342,6037119342,2018,765,144,18.82353
1400000US06037119400,6037119400,2018,1148,238,20.731707
1400000US06037119700,6037119700,2018,1315,127,9.657795
1400000US06037119801,6037119801,2018,728,73,10.027472
1400000US06037119802,6037119802,2018,748,76,10.160428
1400000US06037119900,6037119900,2018,1183,164,13.86306
1400000US06037120010,6037120010,2018,730,129,17.671232
1400000US06037120020,6037120020,2018,1099,189,17.197453
1400000US06037120030,6037120030,2018,779,220,28.241335
1400000US06037120103,6037120103,2018,841,337,40.071342
1400000US06037120104,6037120104,2018,790,158,20
1400000US06037120105,6037120105,2018,881,196,22.247446
1400000US06037120106,6037120106,2018,1167,527,45.158527
1400000US06037120107,6037120107,2018,1058,372,35.160679
1400000US06037120108,6037120108,2018,1340,273,20.373135
1400000US06037120300,6037120300,2018,1341,184,13.721104
1400000US06037120400,6037120400,2018,2125,336,15.811765
1400000US06037121010,6037121010,2018,1274,193,15.149137
1400000US06037121020,6037121020,2018,1075,194,18.046511
1400000US06037121101,6037121101,2018,922,113,12.255965
1400000US06037121102,6037121102,2018,816,105,12.867647
1400000US06037121210,6037121210,2018,782,104,13.299232
1400000US06037121221,6037121221,2018,528,99,18.75
1400000US06037121222,6037121222,2018,1219,262,21.493027
1400000US06037121600,6037121600,2018,821,43,5.2375154
1400000US06037121801,6037121801,2018,1122,133,11.853832
1400000US06037121802,6037121802,2018,715,100,13.986014
1400000US06037121900,6037121900,2018,957,147,15.360501
1400000US06037122000,6037122000,2018,1551,247,15.92521
1400000US06037122120,6037122120,2018,1070,249,23.271029
1400000US06037122121,6037122121,2018,700,88,12.571428
1400000US06037122122,6037122122,2018,593,183,30.860033
1400000US06037122200,6037122200,2018,895,188,21.005587
1400000US06037122410,6037122410,2018,1099,389,35.395813
1400000US06037122420,6037122420,2018,1380,282,20.434782
1400000US06037123010,6037123010,2018,1057,204,19.299906
1400000US06037123020,6037123020,2018,826,156,18.886198
1400000US06037123103,6037123103,2018,1550,203,13.096774
1400000US06037123104,6037123104,2018,1557,245,15.735389
1400000US06037123203,6037123203,2018,1137,385,33.861038
1400000US06037123204,6037123204,2018,1015,188,18.522167
1400000US06037123205,6037123205,2018,759,181,23.847168
1400000US06037123206,6037123206,2018,869,166,19.102417
1400000US06037123301,6037123301,2018,1473,271,18.397827
1400000US06037123303,6037123303,2018,934,153,16.381157
1400000US06037123304,6037123304,2018,1668,328,19.664268
1400000US06037123410,6037123410,2018,1250,314,25.120001
1400000US06037123420,6037123420,2018,1399,227,16.225876
1400000US06037123510,6037123510,2018,1619,253,15.62693
1400000US06037123520,6037123520,2018,874,134,15.331808
1400000US06037123601,6037123601,2018,1885,108,5.7294431
1400000US06037123602,6037123602,2018,1364,165,12.096774
1400000US06037123700,6037123700,2018,1423,183,12.860154
1400000US06037123800,6037123800,2018,2364,125,5.2876482
1400000US06037123901,6037123901,2018,1481,203,13.706955
1400000US06037123902,6037123902,2018,1083,100,9.2336102
1400000US06037124000,6037124000,2018,2120,27,1.273585
1400000US06037124102,6037124102,2018,1409,314,22.285309
1400000US06037124103,6037124103,2018,598,136,22.742476
1400000US06037124104,6037124104,2018,995,156,15.678392
1400000US06037124105,6037124105,2018,933,157,16.827438
1400000US06037124201,6037124201,2018,1177,105,8.9209852
1400000US06037124203,6037124203,2018,842,126,14.964371
1400000US06037124204,6037124204,2018,923,69,7.4756231
1400000US06037124300,6037124300,2018,1188,169,14.225589
1400000US06037124400,6037124400,2018,1745,72,4.1260743
1400000US06037124500,6037124500,2018,1194,46,3.8525963
1400000US06037124600,6037124600,2018,1370,26,1.8978102
1400000US06037124700,6037124700,2018,2383,43,1.8044481
1400000US06037124902,6037124902,2018,1511,103,6.8166776
1400000US06037124903,6037124903,2018,1580,63,3.9873419
1400000US06037125101,6037125101,2018,1421,35,2.4630542
1400000US06037125102,6037125102,2018,1420,34,2.3943663
1400000US06037125200,6037125200,2018,1585,74,4.6687698
1400000US06037125310,6037125310,2018,2022,269,13.303659
1400000US06037125321,6037125321,2018,1157,126,10.890233
1400000US06037125322,6037125322,2018,1665,182,10.930931
1400000US06037125402,6037125402,2018,2089,87,4.1646719
1400000US06037125403,6037125403,2018,1065,78,7.3239436
1400000US06037125404,6037125404,2018,1451,107,7.3742247
1400000US06037125501,6037125501,2018,1606,73,4.5454545
1400000US06037125502,6037125502,2018,1789,25,1.3974288
1400000US06037125600,6037125600,2018,1188,59,4.9663301
1400000US06037127102,6037127102,2018,1649,399,24.196484
1400000US06037127103,6037127103,2018,1082,245,22.643253
1400000US06037127104,6037127104,2018,1283,135,10.522214
1400000US06037127210,6037127210,2018,1833,431,23.513367
1400000US06037127220,6037127220,2018,1697,264,15.556865
1400000US06037127300,6037127300,2018,1352,289,21.37574
1400000US06037127400,6037127400,2018,1859,529,28.45616
1400000US06037127520,6037127520,2018,1418,422,29.760225
1400000US06037127603,6037127603,2018,936,235,25.106838
1400000US06037127604,6037127604,2018,1166,155,13.29331
1400000US06037127605,6037127605,2018,1087,342,31.462742
1400000US06037127606,6037127606,2018,1131,136,12.024756
1400000US06037127711,6037127711,2018,1171,137,11.699402
1400000US06037127712,6037127712,2018,1548,238,15.374677
1400000US06037127803,6037127803,2018,1608,328,20.39801
1400000US06037127804,6037127804,2018,1607,280,17.423771
1400000US06037127805,6037127805,2018,1220,234,19.180328
1400000US06037127806,6037127806,2018,1216,157,12.911184
1400000US06037127910,6037127910,2018,1474,381,25.848032
1400000US06037127920,6037127920,2018,1340,279,20.820896
1400000US06037128101,6037128101,2018,1291,214,16.576298
1400000US06037128102,6037128102,2018,1494,399,26.706827
1400000US06037128210,6037128210,2018,1541,477,30.953926
1400000US06037128220,6037128220,2018,1199,174,14.512094
1400000US06037128302,6037128302,2018,1480,384,25.945946
1400000US06037128303,6037128303,2018,1118,323,28.890877
1400000US06037128400,6037128400,2018,1716,25,1.4568765
1400000US06037128500,6037128500,2018,2043,53,2.5942242
1400000US06037128601,6037128601,2018,1692,213,12.588653
1400000US06037128602,6037128602,2018,1403,68,4.8467569
1400000US06037128703,6037128703,2018,1408,20,1.4204545
1400000US06037128704,6037128704,2018,1417,21,1.4820043
1400000US06037128801,6037128801,2018,1855,56,3.018868
1400000US06037128802,6037128802,2018,2146,117,5.452004
1400000US06037128910,6037128910,2018,1921,0,0
1400000US06037131021,6037131021,2018,1037,227,21.890068
1400000US06037131022,6037131022,2018,929,203,21.851454
1400000US06037131023,6037131023,2018,656,112,17.073172
1400000US06037131024,6037131024,2018,954,163,17.085955
1400000US06037131100,6037131100,2018,1046,102,9.7514343
1400000US06037131200,6037131200,2018,1150,35,3.0434783
1400000US06037131300,6037131300,2018,1216,166,13.651316
1400000US06037131400,6037131400,2018,1931,303,15.691352
1400000US06037131600,6037131600,2018,1406,130,9.246088
1400000US06037131701,6037131701,2018,1811,277,15.295417
1400000US06037131702,6037131702,2018,1141,91,7.9754601
1400000US06037131801,6037131801,2018,828,238,28.743961
1400000US06037131802,6037131802,2018,831,240,28.880867
1400000US06037131900,6037131900,2018,1432,76,5.3072624
1400000US06037132001,6037132001,2018,1154,117,10.138648
1400000US06037132002,6037132002,2018,1101,104,9.4459581
1400000US06037132101,6037132101,2018,1579,193,12.222926
1400000US06037132102,6037132102,2018,2139,146,6.8256192
1400000US06037132301,6037132301,2018,1222,273,22.340425
1400000US06037132302,6037132302,2018,1254,280,22.328548
1400000US06037132501,6037132501,2018,1176,107,9.0986395
1400000US06037132502,6037132502,2018,1317,134,10.17464
1400000US06037132700,6037132700,2018,1557,309,19.845858
1400000US06037132900,6037132900,2018,1299,78,6.0046191
1400000US06037133000,6037133000,2018,1308,111,8.4862385
1400000US06037133101,6037133101,2018,881,109,12.372304
1400000US06037133102,6037133102,2018,1136,141,12.411972
1400000US06037134001,6037134001,2018,971,306,31.513903
1400000US06037134002,6037134002,2018,1076,233,21.654276
1400000US06037134101,6037134101,2018,1451,309,21.295658
1400000US06037134103,6037134103,2018,1293,118,9.1260633
1400000US06037134104,6037134104,2018,1441,255,17.696045
1400000US06037134201,6037134201,2018,1211,269,22.213047
1400000US06037134302,6037134302,2018,1252,12,.95846647
1400000US06037134303,6037134303,2018,1827,156,8.5385876
1400000US06037134304,6037134304,2018,924,50,5.4112554
1400000US06037134305,6037134305,2018,1120,421,37.589287
1400000US06037134306,6037134306,2018,1297,256,19.737856
1400000US06037134421,6037134421,2018,1356,0,0
1400000US06037134422,6037134422,2018,1617,19,1.1750154
1400000US06037134423,6037134423,2018,1290,31,2.4031007
1400000US06037134424,6037134424,2018,946,14,1.4799154
1400000US06037134520,6037134520,2018,1882,561,29.808714
1400000US06037134521,6037134521,2018,781,330,42.253521
1400000US06037134522,6037134522,2018,1369,311,22.717312
1400000US06037134710,6037134710,2018,1635,517,31.620794
1400000US06037134720,6037134720,2018,1615,188,11.640867
1400000US06037134801,6037134801,2018,913,85,9.309967
1400000US06037134802,6037134802,2018,939,87,9.2651758
1400000US06037134901,6037134901,2018,1134,50,4.4091711
1400000US06037134904,6037134904,2018,1407,195,13.859275
1400000US06037134905,6037134905,2018,2293,105,4.579154
1400000US06037134906,6037134906,2018,807,102,12.639405
1400000US06037134907,6037134907,2018,1807,227,12.562258
1400000US06037135102,6037135102,2018,1207,21,1.7398509
1400000US06037135111,6037135111,2018,1139,63,5.5311675
1400000US06037135113,6037135113,2018,1392,115,8.2614946
1400000US06037135115,6037135115,2018,692,57,8.2369938
1400000US06037135116,6037135116,2018,1942,161,8.2904224
1400000US06037135201,6037135201,2018,912,14,1.5350877
1400000US06037135202,6037135202,2018,1470,25,1.7006803
1400000US06037135204,6037135204,2018,1045,27,2.5837321
1400000US06037135205,6037135205,2018,1487,38,2.5554807
1400000US06037137000,6037137000,2018,1737,17,.97869891
1400000US06037137103,6037137103,2018,2464,77,3.125
1400000US06037137104,6037137104,2018,1016,9,.88582677
1400000US06037137202,6037137202,2018,1016,84,8.2677164
1400000US06037137203,6037137203,2018,1313,109,8.3015995
1400000US06037137301,6037137301,2018,727,0,0
1400000US06037137302,6037137302,2018,1599,13,.81300813
1400000US06037137401,6037137401,2018,1641,51,3.107861
1400000US06037137402,6037137402,2018,2040,28,1.3725491
1400000US06037137501,6037137501,2018,1905,65,3.4120734
1400000US06037137502,6037137502,2018,1833,91,4.9645391
1400000US06037137504,6037137504,2018,694,0,0
1400000US06037138000,6037138000,2018,1784,0,0
1400000US06037139001,6037139001,2018,2230,169,7.5784755
1400000US06037139200,6037139200,2018,2172,48,2.2099447
1400000US06037139301,6037139301,2018,1568,0,0
1400000US06037139302,6037139302,2018,1988,283,14.235413
1400000US06037139303,6037139303,2018,1943,214,11.013896
1400000US06037139401,6037139401,2018,1313,100,7.6161461
1400000US06037139402,6037139402,2018,920,0,0
1400000US06037139502,6037139502,2018,1164,13,1.1168385
1400000US06037139504,6037139504,2018,1796,105,5.8463254
1400000US06037139505,6037139505,2018,1299,38,2.9253271
1400000US06037139506,6037139506,2018,1401,40,2.8551035
1400000US06037139600,6037139600,2018,2097,71,3.3857892
1400000US06037139701,6037139701,2018,1974,16,.81053698
1400000US06037139703,6037139703,2018,968,17,1.7561984
1400000US06037139704,6037139704,2018,1487,7,.47074646
1400000US06037139705,6037139705,2018,712,3,.4213483
1400000US06037139801,6037139801,2018,1301,0,0
1400000US06037139802,6037139802,2018,1355,21,1.5498155
1400000US06037141101,6037141101,2018,2310,30,1.2987013
1400000US06037141102,6037141102,2018,1338,36,2.690583
1400000US06037141201,6037141201,2018,2089,58,2.776448
1400000US06037141202,6037141202,2018,1404,14,.99715102
1400000US06037141303,6037141303,2018,1785,12,.67226893
1400000US06037141304,6037141304,2018,1486,84,5.6527591
1400000US06037141305,6037141305,2018,1588,21,1.3224181
1400000US06037141306,6037141306,2018,1361,18,1.322557
1400000US06037141400,6037141400,2018,2014,46,2.2840118
1400000US06037141500,6037141500,2018,1057,0,0
1400000US06037141600,6037141600,2018,1639,20,1.2202562
1400000US06037141700,6037141700,2018,1195,0,0
1400000US06037143101,6037143101,2018,1726,84,4.866744
1400000US06037143102,6037143102,2018,493,24,4.868154
1400000US06037143200,6037143200,2018,2083,169,8.1132984
1400000US06037143301,6037143301,2018,1090,50,4.5871558
1400000US06037143302,6037143302,2018,1950,90,4.6153846
1400000US06037143401,6037143401,2018,1898,26,1.369863
1400000US06037143402,6037143402,2018,1109,15,1.3525699
1400000US06037143500,6037143500,2018,2310,0,0
1400000US06037143602,6037143602,2018,2215,71,3.2054176
1400000US06037143603,6037143603,2018,1342,16,1.1922504
1400000US06037143605,6037143605,2018,1238,24,1.9386107
1400000US06037143606,6037143606,2018,873,17,1.9473082
1400000US06037143700,6037143700,2018,1851,12,.6482982
1400000US06037143801,6037143801,2018,1356,0,0
1400000US06037143802,6037143802,2018,1104,0,0
1400000US06037143901,6037143901,2018,1587,36,2.2684309
1400000US06037143902,6037143902,2018,1303,7,.53722179
1400000US06037181000,6037181000,2018,2250,11,.48888889
1400000US06037181300,6037181300,2018,1347,74,5.4936895
1400000US06037181400,6037181400,2018,1585,194,12.239748
1400000US06037181500,6037181500,2018,1419,72,5.0739956
1400000US06037181600,6037181600,2018,1000,109,10.9
1400000US06037183101,6037183101,2018,1319,109,8.2638359
1400000US06037183103,6037183103,2018,1462,180,12.311901
1400000US06037183104,6037183104,2018,763,37,4.8492789
1400000US06037183220,6037183220,2018,1167,232,19.880033
1400000US06037183221,6037183221,2018,1051,163,15.509039
1400000US06037183222,6037183222,2018,1290,106,8.2170544
1400000US06037183300,6037183300,2018,989,136,13.751264
1400000US06037183401,6037183401,2018,798,97,12.155389
1400000US06037183402,6037183402,2018,927,129,13.915857
1400000US06037183510,6037183510,2018,774,74,9.5607233
1400000US06037183520,6037183520,2018,1101,344,31.244324
1400000US06037183610,6037183610,2018,1011,143,14.144411
1400000US06037183620,6037183620,2018,987,144,14.589665
1400000US06037183701,6037183701,2018,1367,175,12.801756
1400000US06037183702,6037183702,2018,1072,144,13.432836
1400000US06037183810,6037183810,2018,1361,445,32.696548
1400000US06037183820,6037183820,2018,1116,325,29.121864
1400000US06037185101,6037185101,2018,785,92,11.719746
1400000US06037185102,6037185102,2018,1410,165,11.702127
1400000US06037185202,6037185202,2018,1386,105,7.5757575
1400000US06037185203,6037185203,2018,950,165,17.368422
1400000US06037185204,6037185204,2018,738,32,4.3360434
1400000US06037185310,6037185310,2018,823,205,24.908871
1400000US06037185320,6037185320,2018,784,182,23.214285
1400000US06037186100,6037186100,2018,1864,92,4.9356222
1400000US06037186201,6037186201,2018,1220,184,15.081967
1400000US06037186202,6037186202,2018,680,66,9.7058821
1400000US06037186203,6037186203,2018,1073,58,5.4054055
1400000US06037186301,6037186301,2018,887,171,19.278467
1400000US06037186302,6037186302,2018,1871,266,14.216996
1400000US06037186401,6037186401,2018,946,270,28.541225
1400000US06037186403,6037186403,2018,847,150,17.709562
1400000US06037186404,6037186404,2018,785,120,15.286624
1400000US06037187101,6037187101,2018,1159,124,10.698878
1400000US06037187102,6037187102,2018,1274,200,15.698587
1400000US06037187200,6037187200,2018,890,167,18.764046
1400000US06037187300,6037187300,2018,1510,50,3.3112583
1400000US06037188100,6037188100,2018,1663,161,9.6812992
1400000US06037188201,6037188201,2018,1857,78,4.2003231
1400000US06037188202,6037188202,2018,1129,21,1.8600532
1400000US06037188300,6037188300,2018,1425,95,6.6666665
1400000US06037189101,6037189101,2018,1309,35,2.6737969
1400000US06037189102,6037189102,2018,1926,82,4.2575288
1400000US06037189201,6037189201,2018,2015,59,2.9280398
1400000US06037189202,6037189202,2018,1096,15,1.3686131
1400000US06037189300,6037189300,2018,1225,0,0
1400000US06037189400,6037189400,2018,1645,0,0
1400000US06037189501,6037189501,2018,1561,30,1.921845
1400000US06037189502,6037189502,2018,1135,21,1.8502203
1400000US06037189600,6037189600,2018,1992,48,2.4096386
1400000US06037189702,6037189702,2018,1236,38,3.0744336
1400000US06037189703,6037189703,2018,1332,72,5.4054055
1400000US06037189704,6037189704,2018,379,21,5.5408969
1400000US06037189801,6037189801,2018,1296,70,5.4012346
1400000US06037189802,6037189802,2018,1007,54,5.362463
