geoid,geoid20,year,denom_occupied_housing,overcrowded_hh_count,overcrowded_hh_pct
1400000US06037536000,6037536000,2015,997,317,31.795385
1400000US06037536102,6037536102,2015,1048,103,9.8282442
1400000US06037536103,6037536103,2015,1452,227,15.633609
1400000US06037536104,6037536104,2015,995,226,22.713568
1400000US06037536201,6037536201,2015,1314,300,22.831051
1400000US06037536202,6037536202,2015,805,168,20.869566
1400000US06037540000,6037540000,2015,1203,414,34.413963
1400000US06037540101,6037540101,2015,1466,442,30.150068
1400000US06037540102,6037540102,2015,1562,383,24.519846
1400000US06037540201,6037540201,2015,550,152,27.636364
1400000US06037540202,6037540202,2015,1627,667,40.995697
1400000US06037540203,6037540203,2015,1277,465,36.413467
1400000US06037540300,6037540300,2015,1104,372,33.695652
1400000US06037540400,6037540400,2015,467,171,36.616703
1400000US06037540501,6037540501,2015,1091,315,28.872595
1400000US06037540502,6037540502,2015,1474,572,38.805969
1400000US06037540600,6037540600,2015,1065,174,16.338028
1400000US06037540700,6037540700,2015,749,149,19.89319
1400000US06037540800,6037540800,2015,1573,127,8.0737448
1400000US06037540901,6037540901,2015,1132,241,21.289753
1400000US06037540902,6037540902,2015,1462,143,9.7811222
1400000US06037541003,6037541003,2015,1314,58,4.4140029
1400000US06037541100,6037541100,2015,899,124,13.793103
1400000US06037541200,6037541200,2015,1811,204,11.264495
1400000US06037541300,6037541300,2015,1468,277,18.869209
1400000US06037541401,6037541401,2015,927,219,23.624596
1400000US06037541402,6037541402,2015,560,133,23.75
1400000US06037541500,6037541500,2015,1267,453,35.75375
1400000US06037541603,6037541603,2015,676,258,38.16568
1400000US06037541604,6037541604,2015,1405,421,29.964413
1400000US06037541605,6037541605,2015,1242,324,26.086956
1400000US06037541606,6037541606,2015,594,175,29.461279
1400000US06037541700,6037541700,2015,1337,310,23.186237
1400000US06037541801,6037541801,2015,1179,515,43.681087
1400000US06037541802,6037541802,2015,1102,336,30.490019
1400000US06037542000,6037542000,2015,1214,356,29.324547
1400000US06037542103,6037542103,2015,880,274,31.136364
1400000US06037542104,6037542104,2015,671,195,29.061102
1400000US06037542105,6037542105,2015,981,367,37.410805
1400000US06037542106,6037542106,2015,708,287,40.536724
1400000US06037542200,6037542200,2015,1568,394,25.12755
1400000US06037542401,6037542401,2015,1190,273,22.941177
1400000US06037542402,6037542402,2015,819,104,12.698413
1400000US06037542501,6037542501,2015,1210,140,11.570248
1400000US06037542502,6037542502,2015,1229,288,23.433685
1400000US06037542601,6037542601,2015,677,215,31.757755
1400000US06037542602,6037542602,2015,1356,393,28.982302
1400000US06037542700,6037542700,2015,1297,383,29.529684
1400000US06037542800,6037542800,2015,935,109,11.657754
1400000US06037542900,6037542900,2015,735,103,14.013605
1400000US06037543000,6037543000,2015,1278,158,12.363068
1400000US06037543100,6037543100,2015,1825,224,12.273973
1400000US06037543201,6037543201,2015,902,182,20.177383
1400000US06037543203,6037543203,2015,1304,333,25.53681
1400000US06037543304,6037543304,2015,1986,16,.80563951
1400000US06037543305,6037543305,2015,982,51,5.1934829
1400000US06037543306,6037543306,2015,1606,147,9.1531754
1400000US06037543321,6037543321,2015,1556,12,.77120823
1400000US06037543322,6037543322,2015,2164,57,2.634011
1400000US06037543400,6037543400,2015,965,221,22.901554
1400000US06037543501,6037543501,2015,1976,310,15.688259
1400000US06037543502,6037543502,2015,1358,81,5.964654
1400000US06037543503,6037543503,2015,1671,132,7.8994613
1400000US06037543601,6037543601,2015,1036,132,12.741313
1400000US06037543603,6037543603,2015,1471,0,0
1400000US06037543605,6037543605,2015,1534,124,8.0834417
1400000US06037543606,6037543606,2015,1076,87,8.0855017
1400000US06037543607,6037543607,2015,662,91,13.746223
1400000US06037543701,6037543701,2015,654,119,18.195719
1400000US06037543703,6037543703,2015,943,105,11.134677
1400000US06037543704,6037543704,2015,948,133,14.029536
1400000US06037543705,6037543705,2015,916,129,14.08297
1400000US06037543801,6037543801,2015,1488,220,14.784946
1400000US06037543803,6037543803,2015,1099,148,13.466788
1400000US06037543804,6037543804,2015,873,117,13.402061
1400000US06037543903,6037543903,2015,1047,127,12.129895
1400000US06037543905,6037543905,2015,973,204,20.966084
1400000US06037544001,6037544001,2015,827,221,26.723095
1400000US06037544002,6037544002,2015,1049,125,11.916111
1400000US06037550101,6037550101,2015,804,121,15.049751
1400000US06037550201,6037550201,2015,667,124,18.590704
1400000US06037550202,6037550202,2015,1442,302,20.943134
1400000US06037550301,6037550301,2015,1304,153,11.733129
1400000US06037550501,6037550501,2015,731,90,12.311901
1400000US06037550502,6037550502,2015,1454,179,12.310866
1400000US06037550601,6037550601,2015,1634,196,11.995104
1400000US06037550602,6037550602,2015,1212,79,6.5181518
1400000US06037550700,6037550700,2015,1872,153,8.1730766
1400000US06037550801,6037550801,2015,1175,126,10.723404
1400000US06037550802,6037550802,2015,972,105,10.802469
1400000US06037550901,6037550901,2015,1298,130,10.015409
1400000US06037550902,6037550902,2015,1862,237,12.72825
1400000US06037551001,6037551001,2015,1314,42,3.196347
1400000US06037551002,6037551002,2015,887,29,3.2694476
1400000US06037551101,6037551101,2015,1189,159,13.372582
1400000US06037551102,6037551102,2015,1646,371,22.53949
1400000US06037551201,6037551201,2015,1143,100,8.7489061
1400000US06037551203,6037551203,2015,1117,151,13.518353
1400000US06037551204,6037551204,2015,1049,142,13.536701
1400000US06037551300,6037551300,2015,1714,217,12.660443
1400000US06037551401,6037551401,2015,1345,336,24.981413
1400000US06037551402,6037551402,2015,1287,103,8.003108
1400000US06037551501,6037551501,2015,1428,137,9.5938377
1400000US06037551502,6037551502,2015,1189,92,7.7375946
1400000US06037551700,6037551700,2015,1614,270,16.728624
1400000US06037551801,6037551801,2015,1165,134,11.502146
1400000US06037551802,6037551802,2015,1110,128,11.531531
1400000US06037551900,6037551900,2015,1442,165,11.442441
1400000US06037552001,6037552001,2015,972,150,15.432098
1400000US06037552002,6037552002,2015,990,215,21.717173
1400000US06037552100,6037552100,2015,1905,178,9.343832
1400000US06037552200,6037552200,2015,1686,525,31.13879
1400000US06037552301,6037552301,2015,1286,246,19.129082
1400000US06037552302,6037552302,2015,1261,140,11.1023
1400000US06037552400,6037552400,2015,575,135,23.47826
1400000US06037552601,6037552601,2015,1178,281,23.853991
1400000US06037552602,6037552602,2015,1134,171,15.079365
1400000US06037552700,6037552700,2015,1802,184,10.210876
1400000US06037552800,6037552800,2015,1600,278,17.375
1400000US06037552900,6037552900,2015,1773,385,21.714607
1400000US06037553000,6037553000,2015,1201,123,10.241466
1400000US06037553100,6037553100,2015,1791,192,10.720268
1400000US06037553201,6037553201,2015,1060,158,14.905661
1400000US06037553202,6037553202,2015,902,134,14.855876
1400000US06037553300,6037553300,2015,951,166,17.455311
1400000US06037553400,6037553400,2015,911,138,15.148189
1400000US06037553502,6037553502,2015,1188,242,20.370371
1400000US06037553503,6037553503,2015,726,131,18.044077
1400000US06037553504,6037553504,2015,1330,468,35.187969
1400000US06037553601,6037553601,2015,1298,285,21.956856
1400000US06037553602,6037553602,2015,1313,315,23.99086
1400000US06037553701,6037553701,2015,853,294,34.466587
1400000US06037553702,6037553702,2015,1123,336,29.919857
1400000US06037553801,6037553801,2015,1003,319,31.804586
1400000US06037553802,6037553802,2015,1891,294,15.54733
1400000US06037553901,6037553901,2015,1666,382,22.929173
1400000US06037553902,6037553902,2015,1620,246,15.185185
1400000US06037554001,6037554001,2015,1111,158,14.221422
1400000US06037554002,6037554002,2015,1679,298,17.748659
1400000US06037554101,6037554101,2015,1025,402,39.219513
1400000US06037554105,6037554105,2015,1470,276,18.775511
1400000US06037554106,6037554106,2015,1216,250,20.55921
1400000US06037554201,6037554201,2015,1121,246,21.944693
1400000US06037554203,6037554203,2015,1178,112,9.5076399
1400000US06037554204,6037554204,2015,1631,229,14.040466
1400000US06037554301,6037554301,2015,991,253,25.529768
1400000US06037554302,6037554302,2015,1168,189,16.181507
1400000US06037554403,6037554403,2015,1690,313,18.52071
1400000US06037554404,6037554404,2015,1285,238,18.5214
1400000US06037554405,6037554405,2015,1212,145,11.963696
1400000US06037554406,6037554406,2015,1677,158,9.421586
1400000US06037554511,6037554511,2015,1140,33,2.8947368
1400000US06037554512,6037554512,2015,1831,46,2.5122883
1400000US06037554513,6037554513,2015,806,39,4.8387098
1400000US06037554514,6037554514,2015,1386,129,9.3073597
1400000US06037554515,6037554515,2015,1148,45,3.9198606
1400000US06037554516,6037554516,2015,1111,17,1.530153
1400000US06037554517,6037554517,2015,1437,37,2.5748086
1400000US06037554518,6037554518,2015,1621,37,2.2825418
1400000US06037554519,6037554519,2015,1154,53,4.592721
1400000US06037554521,6037554521,2015,1919,142,7.3996873
1400000US06037554522,6037554522,2015,1481,45,3.0384874
1400000US06037554600,6037554600,2015,1348,282,20.919882
1400000US06037554700,6037554700,2015,1043,217,20.805368
1400000US06037554801,6037554801,2015,747,164,21.954485
1400000US06037554802,6037554802,2015,1729,261,15.095431
1400000US06037554900,6037554900,2015,2081,251,12.061509
1400000US06037555001,6037555001,2015,1537,158,10.279766
1400000US06037555002,6037555002,2015,1030,70,6.7961164
1400000US06037555105,6037555105,2015,1463,265,18.113466
1400000US06037555106,6037555106,2015,1209,208,17.204302
1400000US06037555107,6037555107,2015,1841,257,13.959805
1400000US06037555202,6037555202,2015,1069,7,.65481758
1400000US06037555211,6037555211,2015,1357,280,20.633751
1400000US06037555212,6037555212,2015,1357,308,22.697126
1400000US06037555300,6037555300,2015,1195,172,14.393306
1400000US06037570001,6037570001,2015,1411,75,5.3153791
1400000US06037570002,6037570002,2015,893,55,6.1590147
1400000US06037570003,6037570003,2015,1421,109,7.6706543
1400000US06037570100,6037570100,2015,744,90,12.096774
1400000US06037570202,6037570202,2015,1551,324,20.889748
1400000US06037570203,6037570203,2015,1165,215,18.454935
1400000US06037570204,6037570204,2015,1026,248,24.171539
1400000US06037570303,6037570303,2015,1096,282,25.729927
1400000US06037570304,6037570304,2015,1456,323,22.184067
1400000US06037570305,6037570305,2015,1341,297,22.147652
1400000US06037570306,6037570306,2015,846,187,22.104019
1400000US06037570402,6037570402,2015,923,107,11.592632
1400000US06037570403,6037570403,2015,1163,454,39.036972
1400000US06037570404,6037570404,2015,837,217,25.925926
1400000US06037570502,6037570502,2015,1712,228,13.317757
1400000US06037570503,6037570503,2015,728,132,18.131868
1400000US06037570504,6037570504,2015,1280,231,18.046875
1400000US06037570601,6037570601,2015,1440,290,20.138889
1400000US06037570602,6037570602,2015,1797,373,20.756817
1400000US06037570603,6037570603,2015,1704,225,13.204226
1400000US06037570701,6037570701,2015,2353,86,3.6549087
1400000US06037570703,6037570703,2015,1179,69,5.8524175
1400000US06037570800,6037570800,2015,1760,124,7.0454545
1400000US06037570901,6037570901,2015,1900,49,2.5789473
1400000US06037570902,6037570902,2015,1215,73,6.0082307
1400000US06037571000,6037571000,2015,1957,0,0
1400000US06037571101,6037571101,2015,1541,77,4.9967551
1400000US06037571102,6037571102,2015,1336,19,1.4221557
1400000US06037571201,6037571201,2015,1561,34,2.178091
1400000US06037571202,6037571202,2015,1564,34,2.173913
1400000US06037571300,6037571300,2015,1535,62,4.0390878
1400000US06037571400,6037571400,2015,1579,51,3.2298923
1400000US06037571502,6037571502,2015,1721,89,5.171412
1400000US06037571504,6037571504,2015,1794,106,5.9085841
1400000US06037571505,6037571505,2015,929,117,12.594188
1400000US06037571600,6037571600,2015,781,37,4.7375159
1400000US06037571701,6037571701,2015,1671,374,22.381807
1400000US06037571703,6037571703,2015,1032,213,20.639534
1400000US06037571704,6037571704,2015,1108,220,19.855597
1400000US06037571800,6037571800,2015,1363,23,1.6874541
1400000US06037571900,6037571900,2015,2360,59,2.5
1400000US06037572001,6037572001,2015,2332,29,1.2435677
1400000US06037572201,6037572201,2015,2150,234,10.883721
1400000US06037572202,6037572202,2015,1066,82,7.6923075
1400000US06037572301,6037572301,2015,963,174,18.068537
1400000US06037572500,6037572500,2015,1191,94,7.8925271
1400000US06037572600,6037572600,2015,1274,277,21.742542
1400000US06037572700,6037572700,2015,1332,442,33.183182
1400000US06037573002,6037573002,2015,1066,306,28.705441
1400000US06037573003,6037573003,2015,605,93,15.371901
1400000US06037573004,6037573004,2015,1530,249,16.274509
1400000US06037573101,6037573101,2015,1059,173,16.336166
1400000US06037573102,6037573102,2015,1341,218,16.256525
1400000US06037573201,6037573201,2015,1363,399,29.273661
1400000US06037573202,6037573202,2015,1667,502,30.113977
1400000US06037573300,6037573300,2015,1030,320,31.067961
1400000US06037573401,6037573401,2015,507,92,18.145956
1400000US06037573402,6037573402,2015,2274,370,16.270887
1400000US06037573403,6037573403,2015,1235,53,4.2914982
1400000US06037573601,6037573601,2015,2330,40,1.7167382
1400000US06037573700,6037573700,2015,1708,56,3.2786884
1400000US06037573800,6037573800,2015,1479,27,1.8255578
1400000US06037573902,6037573902,2015,839,43,5.1251488
1400000US06037574000,6037574000,2015,1906,44,2.3084996
1400000US06037574100,6037574100,2015,1902,37,1.9453207
1400000US06037574201,6037574201,2015,1078,10,.92764378
1400000US06037574202,6037574202,2015,706,38,5.3824363
1400000US06037574300,6037574300,2015,2223,7,.31488979
1400000US06037574400,6037574400,2015,1903,14,.73568052
1400000US06037574500,6037574500,2015,2181,6,.27510315
1400000US06037574602,6037574602,2015,559,18,3.2200358
1400000US06037574800,6037574800,2015,1421,0,0
1400000US06037574901,6037574901,2015,1402,0,0
1400000US06037574902,6037574902,2015,1752,70,3.9954338
1400000US06037575001,6037575001,2015,1663,65,3.9085989
1400000US06037575002,6037575002,2015,1868,101,5.4068522
1400000US06037575101,6037575101,2015,1398,255,18.240343
1400000US06037575102,6037575102,2015,1200,365,30.416666
1400000US06037575103,6037575103,2015,1971,199,10.096397
1400000US06037575201,6037575201,2015,1191,357,29.974812
1400000US06037575202,6037575202,2015,1227,512,41.727791
1400000US06037575300,6037575300,2015,1383,466,33.694866
1400000US06037575401,6037575401,2015,1263,563,44.576405
1400000US06037575402,6037575402,2015,1034,465,44.970985
1400000US06037575801,6037575801,2015,650,228,35.076923
1400000US06037575802,6037575802,2015,1543,574,37.20026
1400000US06037575803,6037575803,2015,1230,227,18.455284
1400000US06037575901,6037575901,2015,1342,265,19.746647
1400000US06037575902,6037575902,2015,2766,241,8.7129431
1400000US06037576001,6037576001,2015,3297,267,8.0982714
1400000US06037576200,6037576200,2015,2882,489,16.967384
1400000US06037576301,6037576301,2015,1659,288,17.359856
1400000US06037576302,6037576302,2015,1187,328,27.632687
1400000US06037576401,6037576401,2015,1198,447,37.312187
1400000US06037576402,6037576402,2015,1272,395,31.053459
1400000US06037576403,6037576403,2015,1413,463,32.767162
1400000US06037576501,6037576501,2015,1515,171,11.287128
1400000US06037576502,6037576502,2015,1995,267,13.383459
1400000US06037576503,6037576503,2015,1833,178,9.7108564
1400000US06037576601,6037576601,2015,2695,95,3.5250463
1400000US06037576602,6037576602,2015,2621,139,5.3033195
1400000US06037576700,6037576700,2015,2184,26,1.1904762
1400000US06037576801,6037576801,2015,2077,129,6.2108812
1400000US06037576802,6037576802,2015,1902,47,2.4710832
1400000US06037576901,6037576901,2015,1864,623,33.422749
1400000US06037576903,6037576903,2015,1442,291,20.180305
1400000US06037576904,6037576904,2015,1189,47,3.9529016
1400000US06037577000,6037577000,2015,3069,41,1.33594
1400000US06037577100,6037577100,2015,3491,119,3.4087653
1400000US06037577200,6037577200,2015,3249,95,2.9239767
1400000US06037577300,6037577300,2015,3119,63,2.0198781
1400000US06037577400,6037577400,2015,1568,0,0
1400000US06037577501,6037577501,2015,1723,9,.52234477
1400000US06037577504,6037577504,2015,737,0,0
1400000US06037577602,6037577602,2015,1681,0,0
1400000US06037577604,6037577604,2015,741,18,2.4291499
1400000US06037577605,6037577605,2015,2113,43,2.0350213
1400000US06037577606,6037577606,2015,1597,32,2.003757
1400000US06037577700,6037577700,2015,1090,242,22.201836
1400000US06037577800,6037577800,2015,1091,99,9.0742435
1400000US06037577900,6037577900,2015,2261,189,8.3591328
1400000US06037578000,6037578000,2015,1444,500,34.626038
1400000US06037578100,6037578100,2015,,,
1400000US06037599000,6037599000,2015,1224,303,24.754902
1400000US06037600100,6037600100,2015,2038,424,20.80471
1400000US06037600201,6037600201,2015,1238,281,22.697901
1400000US06037600202,6037600202,2015,2155,346,16.055685
1400000US06037600302,6037600302,2015,1051,88,8.3729782
1400000US06037600303,6037600303,2015,1162,219,18.846815
1400000US06037600304,6037600304,2015,1060,161,15.18868
1400000US06037600400,6037600400,2015,1475,0,0
1400000US06037600501,6037600501,2015,899,37,4.115684
1400000US06037600601,6037600601,2015,923,38,4.1170096
1400000US06037600602,6037600602,2015,712,216,30.337078
1400000US06037600702,6037600702,2015,1357,90,6.632277
1400000US06037600703,6037600703,2015,910,0,0
1400000US06037600704,6037600704,2015,1231,49,3.9805036
1400000US06037600801,6037600801,2015,1259,41,3.2565529
1400000US06037600802,6037600802,2015,1144,33,2.8846154
1400000US06037600902,6037600902,2015,2504,388,15.495208
1400000US06037600911,6037600911,2015,1089,124,11.386593
1400000US06037600912,6037600912,2015,1501,181,12.058627
1400000US06037601001,6037601001,2015,1033,44,4.2594385
1400000US06037601002,6037601002,2015,2095,166,7.9236279
1400000US06037601100,6037601100,2015,2140,378,17.663551
1400000US06037601202,6037601202,2015,1043,267,25.599234
1400000US06037601211,6037601211,2015,1124,141,12.544484
1400000US06037601212,6037601212,2015,2036,442,21.709234
1400000US06037601301,6037601301,2015,743,16,2.1534321
1400000US06037601302,6037601302,2015,2870,207,7.2125435
1400000US06037601303,6037601303,2015,2012,160,7.9522862
1400000US06037601401,6037601401,2015,1552,245,15.786082
1400000US06037601402,6037601402,2015,1312,205,15.625
1400000US06037601501,6037601501,2015,1084,419,38.653137
1400000US06037601502,6037601502,2015,910,354,38.9011
1400000US06037601600,6037601600,2015,1058,352,33.270321
1400000US06037601700,6037601700,2015,1266,444,35.071091
1400000US06037601801,6037601801,2015,851,295,34.6651
1400000US06037601802,6037601802,2015,971,292,30.07209
1400000US06037601900,6037601900,2015,1248,403,32.291668
1400000US06037602002,6037602002,2015,845,214,25.325443
1400000US06037602003,6037602003,2015,1289,362,28.083786
1400000US06037602103,6037602103,2015,2096,365,17.414122
1400000US06037602104,6037602104,2015,1780,406,22.808989
1400000US06037602105,6037602105,2015,1363,279,20.469553
1400000US06037602106,6037602106,2015,2124,348,16.38418
1400000US06037602201,6037602201,2015,1935,160,8.268734
1400000US06037602202,6037602202,2015,594,49,8.2491579
1400000US06037602301,6037602301,2015,1920,177,9.21875
1400000US06037602302,6037602302,2015,1434,16,1.1157601
1400000US06037602402,6037602402,2015,2037,312,15.316642
1400000US06037602403,6037602403,2015,1669,363,21.74955
1400000US06037602404,6037602404,2015,2016,311,15.426587
1400000US06037602504,6037602504,2015,1729,254,14.690573
1400000US06037602505,6037602505,2015,1609,453,28.154133
1400000US06037602506,6037602506,2015,1677,219,13.059034
1400000US06037602507,6037602507,2015,1607,311,19.352831
1400000US06037602510,6037602510,2015,1259,284,22.557585
1400000US06037602511,6037602511,2015,1263,284,22.486145
1400000US06037602512,6037602512,2015,161,29,18.012423
1400000US06037602513,6037602513,2015,984,173,17.581301
1400000US06037602601,6037602601,2015,1929,143,7.4131675
1400000US06037602602,6037602602,2015,964,72,7.4688797
1400000US06037602700,6037602700,2015,1181,76,6.4352245
1400000US06037602801,6037602801,2015,1190,275,23.109243
1400000US06037602802,6037602802,2015,1290,57,4.4186049
1400000US06037602900,6037602900,2015,1316,298,22.644377
1400000US06037603004,6037603004,2015,638,99,15.517241
1400000US06037603005,6037603005,2015,1821,263,14.442614
1400000US06037603006,6037603006,2015,828,68,8.2125607
1400000US06037603007,6037603007,2015,1416,315,22.245762
1400000US06037603008,6037603008,2015,990,220,22.222221
1400000US06037603101,6037603101,2015,1586,96,6.0529633
1400000US06037603102,6037603102,2015,1368,202,14.766082
1400000US06037603200,6037603200,2015,1141,42,3.6809816
1400000US06037603301,6037603301,2015,1571,46,2.9280713
1400000US06037603302,6037603302,2015,1515,188,12.409241
1400000US06037603400,6037603400,2015,1462,173,11.833105
1400000US06037603500,6037603500,2015,928,85,9.159483
1400000US06037603600,6037603600,2015,1414,73,5.1626592
1400000US06037603702,6037603702,2015,1508,123,8.1564989
1400000US06037603703,6037603703,2015,810,35,4.3209877
1400000US06037603705,6037603705,2015,872,213,24.426605
1400000US06037603706,6037603706,2015,1204,294,24.418604
1400000US06037603801,6037603801,2015,1421,360,25.334272
1400000US06037603802,6037603802,2015,1158,243,20.984455
1400000US06037603901,6037603901,2015,1135,123,10.837005
1400000US06037603902,6037603902,2015,1159,126,10.871441
1400000US06037604001,6037604001,2015,1257,208,16.547335
1400000US06037604002,6037604002,2015,1522,260,17.082787
1400000US06037604101,6037604101,2015,965,149,15.440414
1400000US06037604102,6037604102,2015,1072,166,15.485075
1400000US06037604200,6037604200,2015,1659,267,16.094032
1400000US06037609900,6037609900,2015,612,89,14.542483
1400000US06037620001,6037620001,2015,1496,49,3.2754011
1400000US06037620002,6037620002,2015,1455,25,1.7182131
1400000US06037620101,6037620101,2015,2185,68,3.1121283
1400000US06037620102,6037620102,2015,1611,66,4.0968342
1400000US06037620201,6037620201,2015,828,0,0
1400000US06037620301,6037620301,2015,1680,13,.77380955
1400000US06037620303,6037620303,2015,1568,11,.70153064
1400000US06037620305,6037620305,2015,2606,0,0
1400000US06037620400,6037620400,2015,2009,0,0
1400000US06037620501,6037620501,2015,2120,20,.94339621
1400000US06037620521,6037620521,2015,1531,20,1.3063357
1400000US06037620522,6037620522,2015,1811,36,1.987852
1400000US06037620601,6037620601,2015,2334,62,2.656384
1400000US06037620602,6037620602,2015,1991,0,0
1400000US06037620701,6037620701,2015,2746,47,1.7115805
1400000US06037620703,6037620703,2015,1055,12,1.1374408
1400000US06037620704,6037620704,2015,1367,15,1.0972934
1400000US06037620801,6037620801,2015,1390,32,2.3021584
1400000US06037620802,6037620802,2015,1498,34,2.2696929
1400000US06037620901,6037620901,2015,973,0,0
1400000US06037620904,6037620904,2015,1085,0,0
1400000US06037621001,6037621001,2015,2158,30,1.3901761
1400000US06037621005,6037621005,2015,2641,9,.34078002
1400000US06037621102,6037621102,2015,1205,16,1.3278009
1400000US06037621104,6037621104,2015,3189,24,.75258702
1400000US06037621201,6037621201,2015,2514,83,3.3015115
1400000US06037621204,6037621204,2015,1869,9,.48154092
1400000US06037621301,6037621301,2015,2926,122,4.1695147
1400000US06037621324,6037621324,2015,1893,47,2.4828315
1400000US06037621326,6037621326,2015,1781,8,.44918585
1400000US06037621400,6037621400,2015,1788,12,.67114097
1400000US06037650001,6037650001,2015,2165,42,1.9399538
1400000US06037650003,6037650003,2015,1154,101,8.7521667
1400000US06037650004,6037650004,2015,1515,119,7.8547854
1400000US06037650101,6037650101,2015,2046,92,4.4965787
1400000US06037650102,6037650102,2015,771,40,5.1880674
1400000US06037650200,6037650200,2015,1890,75,3.9682539
1400000US06037650300,6037650300,2015,2419,212,8.7639523
1400000US06037650401,6037650401,2015,1469,107,7.2838664
1400000US06037650501,6037650501,2015,1030,8,.77669901
1400000US06037650502,6037650502,2015,1548,84,5.4263568
1400000US06037650603,6037650603,2015,1548,17,1.0981913
1400000US06037650604,6037650604,2015,2573,196,7.6175671
1400000US06037650605,6037650605,2015,1086,128,11.786372
1400000US06037650606,6037650606,2015,1727,214,12.39143
1400000US06037650607,6037650607,2015,1190,148,12.436975
1400000US06037650701,6037650701,2015,934,0,0
1400000US06037650702,6037650702,2015,1596,11,.68922305
1400000US06037650801,6037650801,2015,1608,47,2.9228857
1400000US06037650802,6037650802,2015,1189,35,2.94365
1400000US06037650901,6037650901,2015,2499,218,8.7234898
1400000US06037650903,6037650903,2015,1323,108,8.1632652
1400000US06037650904,6037650904,2015,1167,95,8.1405315
1400000US06037651001,6037651001,2015,1848,143,7.7380953
1400000US06037651002,6037651002,2015,1705,73,4.2815251
1400000US06037651101,6037651101,2015,1925,59,3.064935
1400000US06037651102,6037651102,2015,1726,33,1.9119351
1400000US06037651201,6037651201,2015,1709,27,1.5798713
1400000US06037651221,6037651221,2015,1412,129,9.1359777
1400000US06037651222,6037651222,2015,2360,165,6.9915257
1400000US06037651302,6037651302,2015,2381,93,3.9059219
1400000US06037651304,6037651304,2015,2355,0,0
1400000US06037651401,6037651401,2015,1038,19,1.8304431
1400000US06037651402,6037651402,2015,2303,177,7.6856275
1400000US06037670001,6037670001,2015,1262,117,9.270998
1400000US06037670002,6037670002,2015,1476,115,7.791328
1400000US06037670003,6037670003,2015,2172,48,2.2099447
1400000US06037670101,6037670101,2015,1899,121,6.3717747
1400000US06037670102,6037670102,2015,1092,71,6.5018315
1400000US06037670201,6037670201,2015,1667,29,1.739652
1400000US06037670202,6037670202,2015,933,36,3.858521
1400000US06037670324,6037670324,2015,1906,0,0
1400000US06037670326,6037670326,2015,1307,20,1.5302219
1400000US06037670328,6037670328,2015,1612,8,.49627793
1400000US06037670405,6037670405,2015,1180,0,0
1400000US06037670406,6037670406,2015,642,7,1.0903426
1400000US06037670407,6037670407,2015,2258,103,4.5615587
1400000US06037670413,6037670413,2015,1835,24,1.3079019
1400000US06037670416,6037670416,2015,1557,59,3.7893386
1400000US06037670417,6037670417,2015,1159,9,.77653152
1400000US06037670418,6037670418,2015,1375,0,0
1400000US06037670500,6037670500,2015,656,0,0
1400000US06037670603,6037670603,2015,809,4,.49443758
1400000US06037670604,6037670604,2015,2135,9,.42154565
1400000US06037670701,6037670701,2015,2478,75,3.0266345
1400000US06037670702,6037670702,2015,2066,0,0
1400000US06037700101,6037700101,2015,3147,153,4.861773
1400000US06037700102,6037700102,2015,2347,37,1.5764806
1400000US06037700200,6037700200,2015,4329,0,0
1400000US06037700300,6037700300,2015,3730,65,1.7426274
1400000US06037700400,6037700400,2015,3160,0,0
1400000US06037700501,6037700501,2015,2473,47,1.9005257
1400000US06037700502,6037700502,2015,2889,9,.31152648
1400000US06037700600,6037700600,2015,1668,10,.59952039
1400000US06037700700,6037700700,2015,1058,0,0
1400000US06037700801,6037700801,2015,2659,99,3.7232041
1400000US06037700802,6037700802,2015,1828,53,2.8993435
1400000US06037700901,6037700901,2015,1459,50,3.4270048
1400000US06037700902,6037700902,2015,3223,71,2.2029166
1400000US06037701000,6037701000,2015,2619,34,1.2982054
1400000US06037701201,6037701201,2015,1509,9,.59642148
1400000US06037701202,6037701202,2015,1801,10,.55524707
1400000US06037701302,6037701302,2015,2890,17,.58823532
1400000US06037701304,6037701304,2015,3224,0,0
1400000US06037701402,6037701402,2015,4005,56,1.3982521
1400000US06037701501,6037701501,2015,2674,57,2.1316381
1400000US06037701502,6037701502,2015,1945,84,4.3187661
1400000US06037701601,6037701601,2015,1889,0,0
1400000US06037701602,6037701602,2015,2018,72,3.567889
1400000US06037701701,6037701701,2015,1665,15,.9009009
1400000US06037701702,6037701702,2015,1729,82,4.7426257
1400000US06037701801,6037701801,2015,2598,178,6.8514242
1400000US06037701802,6037701802,2015,1827,144,7.8817735
1400000US06037701902,6037701902,2015,2872,108,3.7604456
1400000US06037702002,6037702002,2015,3370,142,4.2136497
1400000US06037702102,6037702102,2015,3744,35,.93482906
1400000US06037702201,6037702201,2015,2179,95,4.359798
1400000US06037702202,6037702202,2015,1692,28,1.6548463
1400000US06037702300,6037702300,2015,3012,27,.89641434
1400000US06037702400,6037702400,2015,1833,93,5.0736499
1400000US06037702501,6037702501,2015,1938,40,2.0639834
1400000US06037702502,6037702502,2015,2096,22,1.0496184
1400000US06037702600,6037702600,2015,2251,24,1.0661927
1400000US06037702700,6037702700,2015,1290,89,6.8992248
1400000US06037702801,6037702801,2015,2129,228,10.709253
1400000US06037702802,6037702802,2015,848,89,10.495283
1400000US06037702803,6037702803,2015,1201,83,6.9109077
